"","Symbol","E12/E11","E13/E12","E14/E13"
"199","Lhx6",NA,0.798110531989199,NA
"200","Lhx8",2.12456396007478,NA,NA
"201","Lhx9",-0.898822368323045,-0.84429243604965,-1.16495620036456
"202","Lin28a",-2.01975492683336,NA,NA
"203","Lin28b",-1.25234808718375,-1.27029328824909,NA
"204","Lmx1a",NA,NA,0.855757304732328
"205","Lmx1b",NA,NA,-0.690568114011139
"206","Ltf",0.95853252637809,NA,1.62868687136115
"207","Lyl1",1.20796930893512,NA,1.17516757671592
"208","Maf",1.38472754612406,NA,0.714674671060696
"209","Mafb",NA,0.869058920949396,NA
"210","Maff",0.911162256211917,NA,NA
"211","Mafk",0.680016118927364,NA,0.596826571769027
"212","Mbd4",-0.608855692375454,NA,NA
"213","Mecom",-0.797546037039261,-0.719459454579581,-1.06617909204821
"214","Mef2c",0.86983190993716,NA,NA
"215","Meis1",NA,-0.750053740574342,NA
"216","Meis2",NA,-0.798032232188462,NA
"217","Meis3",0.946304470917248,NA,NA
"218","Meox1",0.532550203054007,NA,NA
"219","Mis18bp1",-0.599838329922745,NA,NA
"220","Mitf",0.960483408334933,0.596813261560315,0.635684515621707
"221","Mkx",NA,0.75028491122607,NA
"222","Mlxipl",-0.754846212633215,NA,-0.849466174379157
"223","Mnx1",-0.870939562980469,-0.897801903347813,NA
"224","Msc",1.12826629915643,NA,NA
"225","Msx1",NA,NA,-0.717310521711654
"226","Msx2",-0.619784782147676,NA,NA
"227","Mxd3",NA,0.50412016440418,NA
"228","Myb",NA,-0.572642316964144,0.689538082135478
"229","Mybl1",-0.95087725880129,NA,NA
"230","Myc",0.766914943632887,NA,NA
"231","Mycn",-1.18796038749031,NA,-0.838361693614931
"232","Myf5",NA,-0.802061769266303,NA
"233","Myf6",NA,0.77898381196727,NA
"234","Myod1",0.528452818198652,NA,NA
"235","Myog",1.04411462185646,NA,NA
"236","Myrf",NA,-0.563481938505099,NA
"237","Myt1l",1.28741004604826,NA,-1.06949436969876
"238","Nanog",1.15985409555467,NA,NA
"239","Ncoa1",0.657128215108005,NA,NA
"240","Nfe2",NA,-0.82624521001809,0.627418084667348
"241","Nfe2l2",NA,NA,0.572765694072684
"242","Nfe2l3",1.73643837708403,NA,-0.591138580870046
"243","Nfia",0.67634411328981,NA,NA
"244","Nfib",1.1832447119118,0.596048547289404,NA
"245","Nfic",0.815388498086877,0.558605746273114,NA
"246","Nfix",1.67110846691641,1.02487452064046,NA
"247","Nhlh2",NA,-1.05239664877673,NA
"248","Nkx1-1",-1.60687519291957,NA,NA
"249","Nkx3-1",-1.53163549490581,NA,NA
"250","Nkx3-2",NA,0.665675970720725,NA
"251","Npas2",1.69681129583037,1.41119511100527,NA
"252","Npas3",0.783376141916665,NA,NA
"253","Npas4",0.986037250738344,NA,NA
"254","Nr0b1",-1.12488505899586,NA,NA
"255","Nr0b2",NA,NA,1.08697612196345
"256","Nr1i3",NA,NA,1.07456132275578
"257","Nr2e3",-1.2248348230725,0.904382208408583,NA
"258","Nr2f1",NA,-1.38551770532493,NA
"259","Nr2f2",NA,NA,-0.598221919773394
"260","Nr3c1",1.17549061294712,0.916072341801845,NA
"261","Nr3c2",1.62654399978394,0.988506664550929,NA
"262","Nr4a1",1.67619313783378,NA,0.743028914287064
"263","Nr5a2",-0.932952256748725,1.66883467624138,NA
"264","Olig2",NA,-0.797495232093687,NA
"265","Onecut2",0.827858148743893,-0.81794684552309,-0.891163299058495
"266","Osr1",1.21211337783874,NA,NA
"267","Osr2",-0.573342386707993,NA,NA
"268","Otx1",-1.19422536646701,0.768341452283059,NA
"269","Ovol1",NA,0.845587257987701,NA
"270","Parp12",1.11285926727562,NA,NA
"271","Patz1",-0.508152792347941,NA,NA
"272","Pax3",NA,0.822431465824203,NA
"273","Pax6",NA,1.26772392013984,NA
"274","Pax7",1.14529901958118,NA,NA
"275","Pax9",-0.917570483191678,-0.691885005385699,NA
"276","Pbx3",-0.505689584314154,NA,NA
"277","Pitx1",1.43266172613279,-0.670803529247228,NA
"278","Pitx2",NA,-1.6838679365513,NA
"279","Pitx3",1.07952841303802,NA,NA
"280","Pknox2",NA,-0.771341274450595,NA
"281","Plagl1",0.800193963310987,0.761045697969666,NA
"282","Plek",1.31053909197854,-0.680945929885948,1.06019694480463
"283","Plscr1",NA,-0.549433612118515,NA
"284","Pou1f1",NA,0.948213017571637,1.04171140903958
"285","Pou2f1",-0.830117805170473,NA,NA
"286","Pou2f2",0.682438533539759,-0.632662592618962,1.14817349396189
"287","Pou2f3",NA,2.1655372003705,0.898643294237607
"288","Pou3f1",0.719922469434188,0.945063121943606,NA
"289","Pou3f2",NA,NA,-0.607761083820123
"290","Pou3f3",1.88915560104226,NA,NA
"291","Pou4f1",-0.745870607447808,NA,NA
"292","Ppara",NA,0.766497762291922,NA
"293","Pparg",1.33110557452386,NA,1.28305273423344
"294","Prdm14",-0.688309303684317,NA,NA
"295","Prdm16",-0.623613292572445,-0.649368935334468,-0.965912500054289
"296","Prdm6",NA,0.616595671874134,NA
"297","Prdm8",0.828945429568303,0.660872675582279,NA
"298","Prox1",1.5469036689289,NA,NA
"299","Prrx1",-0.516089783274959,NA,-0.507111818989445
"300","Rag1",-0.524765591338085,-1.25185158355712,NA
"301","Rarb",1.3508032467236,NA,NA
"302","Rax",-1.38747495599917,NA,NA
"303","Rcor2",-0.698242471777169,NA,NA
"304","Rel",0.574849683802373,NA,NA
"305","Relb",NA,NA,0.547297227764156
"306","Rfx3",-0.521923397651874,NA,NA
"307","Rfx4",NA,-0.711616622795145,NA
"308","Rorb",NA,0.804351687185081,NA
"309","Rorc",1.53644739569436,NA,NA
"310","Rreb1",0.64521489107975,NA,NA
"311","Runx1",1.08095623614722,-0.593816570427073,0.591359321012164
"312","Runx3",NA,1.87912020610257,NA
"313","Rxrg",0.727029877066483,NA,NA
"314","Sall1",-1.12494072816332,NA,-0.6840142171677
"315","Sall3",-2.12923174442505,-1.40510294158024,-0.849536761200106
"316","Sall4",-2.43266770008124,-0.989107205679173,NA
"317","Scx",NA,NA,-0.643129933952455
"318","Shox2",NA,-0.776533642059373,NA
"319","Sim1",NA,-0.603003378532073,NA
"320","Sim2",NA,-1.02489500046303,NA
"321","Six1",NA,-0.691278729093353,NA
"322","Six2",NA,-0.657560483817459,NA
"323","Six4",-0.792123621097383,-0.79273061544927,NA
"324","Smad9",NA,NA,-0.721109639175434
"325","Sox10",1.31365597242835,NA,NA
"326","Sox11",-0.50887187160449,-0.52470730629663,-1.02231010089145
"327","Sox14",-1.63268208064743,NA,NA
"328","Sox17",-0.658651623049587,1.34139744319926,NA
"329","Sox18",NA,0.957955442386975,NA
"330","Sox2",1.09501948024943,NA,NA
"331","Sox21",-1.37805561658457,1.04180577335506,NA
"332","Sox4",NA,-0.51584093421981,NA
"333","Sox5",-0.554556066394293,NA,NA
"334","Sox7",NA,1.12769677957522,NA
"335","Sox8",0.72377600823309,NA,NA
"336","Sp100",1.26614415861113,NA,1.55659077845949
"337","Sp110",1.57746296977674,NA,1.13211145820173
"338","Sp140",1.04344321055144,NA,1.07333346843679
"339","Sp4",-0.568287164134763,NA,-0.599738094433552
"340","Sp5",0.769261667566909,2.12534269678642,NA
"341","Sp6",-1.16008534225491,NA,NA
"342","Sp7",-0.904926960845478,1.80337429238835,NA
"343","Sp8",-2.6892535138025,NA,NA
"344","Sp9",-0.524829579149064,0.59913016843726,NA
"345","Spi1",1.32325403371602,NA,1.40737177534757
"346","Stat4",NA,-1.06437378492519,NA
"347","Stat5a",0.864435232129465,NA,0.692939177733734
"348","Stat6",0.842772156677403,NA,0.813329766642013
"349","T",-1.3569838573152,0.713037656560989,-1.03381062785854
"350","Tal1",NA,NA,0.704762901920425
"351","Tal2",NA,0.995903041939945,-0.842255984959869
"352","Tbx20",1.07736256906462,NA,NA
"353","Tbx22",-1.91554645856272,NA,NA
"354","Tbx3",NA,-0.689821077637749,NA
"355","Tcf21",NA,-0.855117926455654,NA
"356","Tcf24",2.40413092380663,NA,NA
"357","Tcf7l2",NA,-0.537536809804948,NA
"358","Tcfl5",NA,0.670020734661598,NA
"359","Tead4",0.772967646492816,NA,NA
"360","Tfap2a",-0.782305797318623,0.822921542323529,NA
"361","Tfap2b",-0.804146410476493,1.07122175809638,NA
"362","Tfap2c",-1.70626303238126,NA,NA
"363","Tfeb",0.562191219063169,NA,0.503529100132731
"364","Tfec",1.26357355022696,NA,1.19283270093007
"365","Tgif1",NA,-0.507604562765073,NA
"366","Thra",0.587124898814754,NA,NA
"367","Thrb",1.12358670242214,0.696301076109425,NA
"368","Tox2",1.55444019110396,NA,NA
"369","Tox3",NA,-0.527195576302978,NA
"370","Trp63",-2.10534337431416,1.0395328946621,NA
"371","Trp73",-1.93591504578194,1.13192797744883,NA
"372","Trps1",-0.884692026351094,NA,NA
"373","Tshz2",1.03141353154965,NA,NA
"374","Tshz3",0.843745280651437,NA,NA
"375","Tulp2",-1.265420797138,NA,NA
"376","Twist2",0.789941085315088,0.7722390981661,NA
"377","Uncx",-1.84085080937011,NA,NA
"378","Vax2",NA,1.40885101088375,NA
"379","Vdr",NA,1.38822413305025,NA
"380","Wt1",1.38415353009078,-1.71175354177187,NA
"381","Ybx2",NA,NA,-0.582571435143205
"382","Zbtb12",-0.551547913638329,NA,NA
"383","Zbtb16",-1.28584680052452,-0.627596670564574,0.840693062002582
"384","Zbtb20",0.523285916680942,NA,NA
"385","Zbtb26",-0.581297346943522,NA,NA
"386","Zbtb39",-0.515782614829858,NA,NA
"387","Zbtb4",0.558398891097361,0.651498785777269,NA
"388","Zbtb7b",0.913521711057972,NA,1.22085340463521
"389","Zbtb7c",1.37627039721426,NA,NA
"390","Zeb2",1.16977684202758,0.737161402255358,NA
"391","Zfp101",-0.579483354828284,NA,-0.584619383063676
"392","Zfp112",0.505294922876983,NA,NA
"393","Zfp113",-0.562659879151986,NA,NA
"394","Zfp184",NA,-0.558427883195888,-0.585426891185372
"395","Zfp354b",-0.570062197766055,NA,NA
"396","Zfp366",NA,0.977300438641329,NA
"397","Zfp36l1",0.660378985066502,NA,NA
"398","Zfp385a",NA,NA,0.593769820554115
"399","Zfp41",-0.540014205357461,NA,NA
"400","Zfp423",NA,-0.543170873828054,NA
"401","Zfp457",-0.641005728277323,NA,NA
"402","Zfp459",-0.553317168419583,NA,NA
"403","Zfp473",-0.732024932715735,NA,NA
"404","Zfp536",1.13071521345227,0.65039615288292,NA
"405","Zfp558",NA,NA,-0.582301790930062
"406","Zfp575",0.525493727974154,NA,NA
"407","Zfp599",NA,NA,-0.702657383873577
"408","Zfp641",1.27375557005718,NA,NA
"409","Zfp663",NA,-1.18849252418041,-0.796378503015491
"410","Zfp664",-0.527778787735348,NA,NA
"411","Zfp710",NA,NA,0.591816460527998
"412","Zfp711",NA,NA,-0.615133661868705
"413","Zfp750",NA,1.41053522061264,NA
"414","Zfp760",-0.514476042034587,NA,-0.540013798276487
"415","Zfp808",NA,NA,-0.629381184251264
"416","Zfp819",-0.901243751903308,-0.814421666892212,NA
"417","Zfp831",2.98270313080955,NA,-1.03476442485769
"418","Zfp934",NA,NA,-0.59059220677233
"419","Zfp941",NA,-0.847123320605473,-0.802230677085581
"420","Zfp942",NA,NA,-0.551563532165846
"421","Zfp946",-0.517965929368078,NA,-0.617776797335621
"422","Zfpm2",1.14055553308758,0.766095876273224,NA
"423","Zic1",NA,NA,0.654136051042775
"424","Zic2",-1.49553985107284,-1.00786134689783,-0.741867425668484
"425","Zic3",-1.36568634899866,NA,NA
"426","Zic4",-0.977832522229032,NA,NA
"427","Zic5",-1.83500965211997,-1.05459145343438,NA
"428","Zik1",-0.669155888578957,-0.57115148569012,-0.643922463046025
"429","Zim1",0.731854495163646,NA,NA
"430","Zkscan2",NA,NA,-0.688326743404631
"431","Zkscan4",0.525993033787533,NA,NA
"432","Zscan10",-1.13984924654405,NA,NA
"433","Zxdb",NA,NA,-0.510886532292352
