"","e11.sample1","e11.sample2","e11.sample3","e11.sample4","e11.sample5","e12.sample1","e12.sample2","e12.sample3","e12.sample4","e12.sample5","e12.sample6","e12.sample7","e13.sample1","e13.sample2","e13.sample3","e13.sample4","e13.sample5","e13.sample6","e13.sample7","e14.sample1","e14.sample2","e14.sample3","e14.sample4","cluster"
"Mitf",0.0589371615073578,0.105473645815458,0.0857583548635458,0.0365620047128976,0.193827227458653,0,0.074414848140751,0.0271831075311133,0.581446521817352,0.467856398428501,0.27717884413601,0.442188374271681,0.769772088485763,0.832352746471486,0.715396599206367,0.596407211621842,0.503518009542484,0.610307687356876,0.492808203067382,0.709431843005572,0.956437953074663,1,0.869805029900397,3
"Plek",0.365604169668163,0.14981554716923,0.167541643063096,0.327024641947422,0.321071148069987,0.299598840254385,0.617412064953869,0.340090966076518,0.528872316640455,0,0.205661878672304,0.353503113640491,0.397681972994308,0.524974150818921,0.436040314949582,0.364296823095111,0.0787975836491781,0.296238276955869,0.866813906046199,0.787977845380068,1,0.292438129945939,0.320376290157405,3
"Pou2f2",0.564889262432362,0.555385633776424,0.564477674970476,0.55021082907067,0.525915657555219,0.352644698426645,0.421508936819728,0.406313804475281,0.707959099861106,0,0.222230096486912,0.397320582238809,0.465862906490022,0.423957947512027,0.536303980945009,0.388369313758202,0.339849981956169,0.437479992448605,0.916472107171886,0.803374905476646,1,0.576537183853158,0.557884403254585,3
"Pparg",0,0.0884313154246188,0.0290331437251406,0.110747173735279,0.128096182319863,0.0604912359472163,0.27358871910859,0.199446992044853,0.27241290182399,0.459340142140019,0.231847355442222,0.283081810930581,0.50030003441863,0.502293308402941,0.38860265722146,0.599250969791596,0.59631791276659,0.711238806000719,0.658390320647465,0.72624516265737,1,0.687041752505066,0.643470310714784,3
"Rorc",0.0362165321201503,0.0763058588824897,0,0.180023876389313,0.0256450062354369,0.258057730984919,0.307755736500644,0.0455616137516966,0.657991633715887,0.227696930487452,0.414855171242366,0.45041693214704,0.38271846676001,0.415784489172577,0.645431882195585,0.354851206872559,0.313487663874544,0.223525375474909,1,0.468654636740454,0.648771838688189,0.251779948009041,0.355399189026474,3
"Sox8",0.4288837299309,0.394761288674757,0.379665318140473,0,0.123440208597478,0.0248329907766973,0.391382316274167,0.250713939709789,0.592781040570881,0.0846561431428371,0.66096310823786,0.74075364337056,0.504082194191096,1,0.577197666692648,0.927118052073236,0.260589694750983,0.411608001307206,0.538306849129285,0.748388855559292,0.907652236753019,0.356284794291474,0.587640337522638,3
"Sp100",0.214262754489974,0,0.0654199011709984,0.327648981458159,0.175434266416089,0.201279702232747,0.165740805651708,0.319142822985425,0.666414711601887,0.128894684325351,0.343377459009466,0.574861537773139,0.46103204262436,0.463191059852344,0.593165665006408,0.483370708285492,0.259037052359589,0.546808281822832,0.796358295529416,0.771112918842347,0.911192917791405,0.836497616649056,1,3
"Sp110",0.171442014610609,0.0178799083864258,0,0.0821409491969806,0.18912346571584,0.144676272837128,0.234288060460962,0.217514990029641,0.710613248946425,0.0189008725416129,0.304822726921347,0.349195839637484,0.366947269486942,0.419763782520023,0.560372057368569,0.293317308108223,0.130233167735713,0.294000367307787,1,0.716699838264697,0.932283453605469,0.426056828656359,0.59153782822689,3
"Sp140",0.17225335487158,0.181664201926745,0.177555660429334,0.411907685204339,0.330882616972567,0.0335266113879263,0.216426879665768,0.233549438757247,0.628324263732276,0,0.221038806868837,0.38637149455274,0.359865840597669,0.509745077871922,0.623722597670719,0.212255249704216,0.0976376417985491,0.338294522805719,1,0.676126810686258,0.997714200243106,0.550124690028088,0.647480048779573,3
"Spi1",0.272642792083749,0.00434797040730888,0,0.228824068187359,0.188000495761442,0.153404873337882,0.288664846559465,0.224000254008116,0.691696562389815,0.0294525427003148,0.356089364984111,0.422602121123075,0.450952160408913,0.502264911917832,0.613169551271131,0.406213414308066,0.26793147260788,0.516585982567616,0.968804572958002,0.846221232190326,1,0.545504308580687,0.6497162602463,3
"Stat5a",0.159213193379292,0.296976556096012,0.226021624697206,0,0.20151615300298,0.109703441205409,0.2261554435673,0.090508694470208,0.41185406755826,0.105989189496175,0.18757484754533,0.359799646840507,0.576755767110083,0.664337336992519,0.542928036729535,0.657371059948255,0.610178268649164,0.680387891726513,0.810728281780371,0.738023292181363,1,0.869851948044398,0.929877201668743,3
"Stat6",0.219308349004154,0.289105142600585,0.224445297855872,0.23337984898288,0.242367081716991,0,0.157119782733127,0.177632646770811,0.506723033210933,0.383281886230342,0.316833605836499,0.334229579408122,0.546906279715345,0.493699067434852,0.559550047335985,0.525458048630116,0.589029710058987,0.598275124105114,0.856539600287032,0.727271460892098,1,0.796807064013089,0.800096921030663,3
"Tal1",0.677197413401549,0.417945212790039,0.501423309459843,0.596888191240872,0.591903304452756,0,0.150611955517409,0.104562473597832,0.747369405541719,0.408859291126006,0.50530594395738,0.502810198160622,0.595824491528735,0.439765860314366,0.799240465450963,0.540172784766106,0.56574874317898,0.775407675106142,0.986423406065714,0.820644419735613,0.953963543909401,1,0.887677434524895,3
"Tfec",0.291720359897007,0.0845571653803318,0.0607256656553352,0.129586749772841,0.240020046513712,0,0.292664482685088,0.184838440131075,0.617005723732067,0.096514853624122,0.260708596460262,0.385838705470721,0.432561864042505,0.50421881549382,0.633271321281616,0.403834831699577,0.248587335114044,0.435340885645044,0.920286908737907,0.817775222593067,1,0.490507348386317,0.53019922073558,3
"Zbtb7b",0.288480825977813,0.180700624554536,0.233605668263949,0.356829037437381,0.41967022088125,0,0.213568357402178,0.276678264045245,0.607859143818059,0.272705660449674,0.400710630678579,0.479761386501814,0.494145007927855,0.493948423974041,0.674042138956732,0.456653217034101,0.467747753312232,0.539481636575411,0.929757673241614,0.792742814152043,1,0.879250140163401,0.87855481401042,3
"Arntl2",0.211315970330185,0.526578166989564,0.362008422272078,0.488425134020112,0.671014726120776,0.644131724150342,0.510933718346812,0.452097897227935,0.641684448171552,0.973580408634919,0.888053792707728,0.993116969501116,0.783672817128676,0.993177708250437,0.576113483012354,0.515716379098619,0.690742987500719,0.433847346062361,0.60124625211861,0.491974409062164,0,1,0.925339892652356,4
"Bhlhe40",0,0.35158289884217,0.163918625460895,0.44289188919261,0.313214879390779,0.0147006916791429,0.205272583854882,0.802793861878793,0.15133183732342,0.630007958910364,0.55254189266792,0.507614564678225,0.675348960047984,0.606801435793109,0.664717804930081,0.446307110498916,0.593553544247963,0.622246301304551,0.441082381196927,0.406695877868758,0.417773373774905,0.925908800855188,1,4
"Fosl2",0,0.304889251009404,0.208248782034381,0.170103903694642,0.214905275377237,0.0103217097760236,0.363082124447917,0.325676139278276,0.125464605232952,0.595046069576059,0.375844538373418,0.39865566064017,0.564694078189295,0.524342281403193,0.504384344059301,0.574424865263097,0.570152812345709,0.611959227885633,0.376132940411858,0.477699887534893,0.654486773976135,1,0.987785637322828,4
"Foxf2",0,0.122973515292588,0.149132463156923,0.124220699477086,0.0544281539782847,0.167593451903382,0.194862808556114,0.132231627098404,0.0356498629825351,0.804504610354951,0.80149174517311,0.71821846462163,0.800450804291108,0.617013591439673,0.739261218695629,0.669351623967083,0.800051622588873,0.787995566758518,0.142400005897438,0.480878316200591,0.46163976569721,0.908979253326166,1,4
"Foxo6",0.176544240482989,0.330280819788075,0.302228844376364,0.31499667849109,0.273189627301913,0.319951020584815,0.411609590086503,0.483223849868307,0,0.499120835590587,0.476287818076923,0.275803931716603,0.678223734285725,0.552508095074439,0.587998796807662,0.637648299405303,0.636697730955662,0.574078893121483,0.169655276230539,0.511210949776687,0.402855000201636,0.945145660637104,1,4
"Foxq1",0,0.142895480724824,0.0758839351764089,0.122362937047963,0.115107553401281,0.180704719978339,0.130268047679042,0.272271926075366,0.153300102799679,0.760851075184144,0.692606211006453,0.644984196126089,0.653421029500272,0.565722753394478,0.713278781081224,0.573369949496861,0.749301253453158,0.733438880512623,0.165150896683464,0.400161915255379,0.379789231748865,0.947436961565484,1,4
"Hopx",0.311432798070834,0.186005169001335,0.315279579460586,0.310551485143589,0.135875653997923,0.303742256359918,0.118615544503958,0.211545812061954,0,0.476015146909823,0.386023740148466,0.399205795774289,0.658084466869554,0.514728772231163,0.571647563492597,0.408812950747463,0.724139773333582,0.837360272174758,0.350204034854578,0.333563174286516,0.373448956579073,1,0.873153736339708,4
"Jdp2",0,0.396111319389657,0.40824126919005,0.27403939054016,0.678088648662584,0.100583079513646,0.11785823114165,0.10003954744188,0.32399018850126,0.574115380975906,1,0.817760047197661,0.655544706871769,0.636477751697789,0.642610519109381,0.535183761489827,0.74042832878995,0.594146703613095,0.530592943070242,0.613944292553435,0.668742267269964,0.81854504636841,0.977539674523587,4
"Klf5",0.27171788562613,0.400061693211621,0.399531985388453,0.396823855058725,0.550215222150116,0,0.0796439300504961,0.0960224473804719,0.0883408333422736,0.571310965553471,0.508265550922117,0.478013317669194,0.388681842851799,0.483203397941898,0.391223419986738,0.409935779729851,0.446008949101762,0.498089803383324,0.432584929297806,0.291460534021818,0.350408979148325,0.963148075777138,1,4
"Runx3",0.151922068272896,0.312681162391333,0.293243206324989,0.263635222497409,0.423173352190513,0,0.037817147014347,0.0733939482695972,0.41768205319432,0.69188635232037,0.735712208997281,0.756678771985183,0.897507321629568,0.859370112017361,0.868850536462469,0.760709035561793,0.817742592143872,0.827088266196201,0.416235210849485,0.608398309474385,0.655890755880713,0.957561024533345,1,4
"Tfeb",0.215288953663224,0.359780226895637,0.372616789797195,0.357248159774411,0.275862443136539,0.0184479700639612,0,0.287061446922021,0.4925361004952,0.327505365931523,0.793531198664359,0.447267210621057,0.679128392569856,0.504971377547075,0.612463073938609,0.398464014968684,0.468855689160351,0.648517970051457,0.539171095156678,0.531073311822117,0.820465320106865,0.773137810546839,1,4
"Vdr",0,0.264431185303676,0.071730203759914,0.183482330854791,0.470675790845226,0.224605505389648,0.133290430444272,0.195139388765892,0.38659335476527,0.544334714046628,0.792845149751018,0.783739668620996,0.736712622615185,0.880318822330369,0.805169107115566,0.515051213106123,0.678582045823214,0.617843238398683,0.388425211826701,0.671321986390564,0.662074007788389,1,0.917686359486593,4
"Zbtb20",0.316015670115296,0.373054298269105,0.462334807054673,0.192652553481021,0.171179673906958,0,0.322680622045789,0.3696312573837,0.411071687427272,0.301078389667167,0.303964447404079,0.495332541413646,0.55822118934609,0.580756388707007,0.626255696705921,0.748825386034482,0.785607392791091,0.576921075794707,0.221877109586069,0.236938971972786,0.62399064816408,1,0.910920576432581,4
"Zfp750",0.061236847839173,0.422206225044787,0.361167534326985,0.526063817140486,0.517859208910148,0,0.10796999789713,0.131781340751707,0.0517095168272915,0.716215687544391,0.705358065839928,0.687698125725734,0.320474358091876,0.408907482249783,0.513609817540841,0.178875801598208,0.429504165848578,0.441467748670411,0.240309400154146,0.176316011419635,0.394500703927839,0.839900574074719,1,4
"5730507C01Rik",0.960144977477621,1,0.947834243948912,0.849498333868123,0.913738806601745,0.335925167094157,0.38557876089574,0.365882730499114,0.331058704620755,0.316901248248715,0.268800288491367,0.246091930565178,0.145620510927245,0.386010075440436,0.227236697814971,0.211537549901506,0.279534398119871,0.101027569939128,0.289370151791647,0.132760063643816,0,0.0536084965832123,0.0989404754154307,5
"Aff2",0.743810292703196,1,0.97206325833261,0.853342533592232,0.911164510357598,0.439686989249166,0.36525802823766,0.494434773793805,0.25633941190453,0.398277380117202,0.336074405474695,0.356300031639339,0.192138604041133,0.10133213635626,0.158590317386942,0.226783729381151,0.197078174355707,0.25459596760581,0.209426984529976,0.245929649920118,0.094307188793527,0,0.172542071851763,5
"Arid3b",0.768443263447105,0.947951708866304,0.936261917845443,1,0.962554232911435,0.302056134737112,0.284592075374936,0.254111122572115,0.352184520454213,0.0503548602508912,0.108796365691073,0.173069711821919,0.0772529837817899,0.0665737235361484,0.195695895746103,0,0.0711043013096302,0.0805280348104652,0.427752413845802,0.123359940573038,0.212647582556532,0.218301301736281,0.168504740308515,5
"Bhlha9",0.45270562944579,0.861491993030681,0.858853513547584,0.996545264587163,1,0.236510958639212,0.251285252429555,0.214137233029508,0.267709786468805,0.449489024854502,0.385915510596725,0.346455009983582,0.0518418444678169,0,0.303887973980793,0.0923455867761704,0.0789954088720044,0.123329605704093,0.208638065402928,0.017766429154135,0.0422592795440796,0.0774882575942543,0.0850943547925278,5
"Dlx1",0.274493017951354,0.667020571605929,0.648202396795178,0.959201126006631,1,0.0676786137922116,0.124978049636807,0.0342993748327072,0.586493805512136,0.542098147960384,0.342037946395041,0.357888954450525,0.369637468975133,0.491576644114073,0.374672687689024,0.364858382077018,0.175544969825878,0.0816233262611327,0.194227969221721,0.151645417874868,0.127077462413214,0,0.13433836928318,5
"Dlx2",0.440350171665685,0.795904377922332,0.777370558987063,0.973277735049197,1,0.16669193277894,0.259756647092,0.209124290032132,0.516591210200955,0.473451008690927,0.424465080465953,0.400073260622573,0.23541697513366,0.357831662077385,0.411733393763007,0.244705241332749,0.114714239924109,0.161526411311581,0.266189146276121,0.108189818730907,0.156513118228444,0,0.333667078901521,5
"Dmrta2",0.848304122437829,1,0.954264034001788,0.903365500501375,0.857103311280323,0.249742899440936,0.202576274782176,0.283352591353227,0.138423164416958,0.0986376230398597,0.152079997066019,0.0788753713843587,0.115899009178992,0.0229872496610238,0.177851740760942,0.142584765261224,0.39016857094567,0.202232384410112,0.108001942877662,0.057577790872975,0.0433828827793351,0,0.0362894982244503,5
"Etv4",0.754344072607887,0.947393061052595,0.949311062954647,1,0.917797276805415,0.31454465578973,0.283081662032597,0.363543998021241,0.412096659328894,0.41581595155575,0.325407365516603,0.311669091199425,0.331416315989795,0.279814513490829,0.349087379939062,0.306151778632337,0.407649883023883,0.289686292470955,0.154853124420984,0,0.0273246711361723,0.192236381082216,0.281622569239462,5
"Evx1",0.803045597840359,0.96036379821132,0.975594110115643,1,0.886830590241907,0.351171952527954,0.272885955142251,0.3374701059693,0.499309099805652,0.290876078572079,0.396951830498891,0.362316017596871,0.261485637148359,0.359123364816596,0.465743379715656,0.0811297892285643,0.214443062531831,0.262078413096287,0.165703122037166,0,0.0946577928487498,0.215921579418071,0.226726260827801,5
"Hdx",0.736895539364566,1,0.896062994259931,0.719307691074314,0.797510049221822,0.444970801655106,0.512560977328851,0.519771484147161,0.239683073834511,0.230404951178519,0.384247787705844,0.160393712214394,0.172444559122045,0.174602004276608,0.0905211253398603,0.209202930410263,0.157603753425355,0.190302075888902,0,0.0512333378728844,0.0981401085687574,0.0568705130620882,0.0350255965864711,5
"Hey1",0.934888711885587,1,0.987585099819454,0.950560729241225,0.894824823473294,0.465770042212877,0.458462077861932,0.512688585766787,0.445309335256467,0.280338125347731,0.182427793494197,0.18297163350045,0.0329983041285042,0.0821697154914122,0.142727996885883,0.164511455090446,0.245374520899547,0.165278164347183,0.302875495456969,0.0710782459620455,0.110236646595048,0,0.0536434856533852,5
"Hic2",0.755676265948003,1,0.980061338148362,0.947021877482846,0.882992845023011,0.357456083038401,0.321925607992996,0.356959657942223,0.274485393795779,0.173973270107774,0.163443491793525,0.173138012143654,0.135000246432419,0.148798860311852,0.0472693496853701,0.220708990959074,0.13055256287219,0.08651680933884,0.306879556528951,0.0932937942095815,0.179322537016885,0.0672049554679666,0,5
"Hmga1",0.818206074882449,1,0.898922391497311,0.830788652464982,0.779951010475362,0.294594932234398,0.104123817629615,0.196746819779072,0.466072650300802,0.226165646115285,0.0633569512151488,0.0355248806955005,0.0945965467683854,0.0459308173057838,0.230224229814175,0.108035955063714,0.190462582679494,0.263315865972902,0.343132402455779,0.130076218223452,0.208193380052488,0,0.091140106891199,5
"Hmgb3",0.862467624378873,0.99889704048214,1,0.988783316052821,0.910562537064844,0.537687193104463,0.503879150697933,0.421337187938727,0.422008915548907,0.329259744246924,0.356118795921051,0.295481945287689,0.219609588765417,0.214206211515975,0.277956314359896,0.205265628734017,0.229936086542585,0.210154134225762,0.329605077696389,0.0301418350917339,0.0553143500260399,0,0.0149804027201866,5
"Hoxa10",0.842123932014483,0.974164836732811,0.977281103148612,1,0.980088190813251,0.475220088819828,0.349248204147744,0.358264713369946,0.18757555978275,0.301712900577344,0.392616477397096,0.32487159673314,0.225896265681974,0.195996664607656,0.234675282078591,0.122210875891669,0.322369520059142,0.219142912687403,0.1873252265369,0.116677638281182,0.134865752855845,0,0.125259815942543,5
"Hoxa11",0.785307150600485,0.910264390384131,0.921972290256478,1,0.949532615019259,0.356730165370909,0.259860465593923,0.197045169677836,0,0.178714011025115,0.194825503449276,0.146437572197542,0.204747188143933,0.177991108991707,0.124348103402798,0.10768899543133,0.339876136028786,0.31553430278354,0.198018013236697,0.228411092616128,0.310014607559628,0.016989561385926,0.0835973269134684,5
"Hoxa9",1,0.989781622773771,0.989185402060468,0.978786209513495,0.991557483850011,0.523658024882896,0.381939980957965,0.415566855406497,0.264131681824299,0.262986810139803,0.341529932803489,0.282588100486714,0.224949896887836,0.266248068871915,0.234764817285622,0.207417264023799,0.378423193468901,0.160954040402898,0.191980300773039,0,0.0689164056198099,0.0614703284156658,0.143311844503452,5
"Hoxd9",0.670034383245198,0.891972491785955,0.94678857278654,0.964992696196111,1,0.208119810848376,0.0642576606313942,0.179470024008416,0.167331434180451,0.075424385655329,0.218887916626172,0.107162256834653,0.195743393208918,0.105584566703986,0.0821355269695446,0.125898027961731,0.361746628919612,0.130332954165616,0.0479612296305763,0.048252645189249,0,0.100840045696223,0.170292182599751,5
"Lin28b",0.889827972569747,0.972391232523579,0.966534763617761,1,0.937039301355128,0.43240863323315,0.441120085137185,0.367621029757693,0.392620888536064,0.0714106380150202,0.119872779086135,0.128161716992508,0,0.150585228567253,0.201774335240026,0.0637037712371363,0.0359175259584507,0.0204853989418952,0.507251982832594,0.127396443281708,0.311630428893082,0.121780798640123,0.0913684268432208,5
"Mlxipl",0.908940013443484,1,0.981501476486174,0.931347006027886,0.940126380628656,0.264464073855487,0.310281928425765,0.394559659550591,0.351525729595506,0.378496044220472,0.461528933665669,0.404899653679011,0.397058392742298,0.406772302865107,0.466243692571759,0.218724957649468,0.545203406934305,0.14882259333618,0.293222050171654,0.210063735821815,0,0.0266494077967129,0.0394168423247319,5
"Mybl1",0.797282961303554,0.991609262997337,0.990327188271302,1,0.957397317558163,0.389853408611125,0.236127529587535,0.262830666647412,0.150727100600046,0.259713902740804,0.470265841988556,0.396297453279733,0.247604913391907,0.336548028352929,0.263177014600727,0.283974397120619,0.307141436715014,0.150429632704813,0.0252539132241269,0,0.200899717018054,0.225363602718221,0.223691046573875,5
"Mycn",0.797782521413109,0.997793215386421,0.994671303393173,0.996816779066044,1,0.315132954855222,0.288502084371108,0.387522940229788,0.505058437182919,0.308202831802561,0.369247957416431,0.303746091121573,0.149005503122675,0.15627408629558,0.341273067365611,0.176717994369558,0.22890852108311,0.161974280079971,0.281298320021745,0.011391898408456,0.00721952415046579,0,0.0778416548877602,5
"Plscr1",0.887565810966541,0.999000825231123,1,0.956813854591775,0.740016368791493,0.339586508832905,0.456648632023743,0.456993447355019,0.399432074190202,0.0936215994464248,0.218544073388608,0.158178839027799,0.124138158661023,0.118659524596347,0.201577600458518,0.148918176770366,0.179859758660772,0.247264216639869,0.331524102883887,0,0.133411484479506,0.181891233155671,0.117196480154405,5
"Pou2f1",0.620436896949872,1,0.942499224995585,0.778546920186166,0.772524616517868,0.339298425810753,0.171182216902909,0.26999091636652,0.11839539011636,0.169624314867891,0.190597754325568,0.233501229521825,0.0610856310497114,0.067344894024369,0.0288383680042841,0.190747872691452,0.0359733825031164,0,0.0290866027073716,0.0142396405985428,0.0797646029400137,0.109017357957397,0.10096016290473,5
"Rcor2",0.779009784837415,0.988791464487719,0.984620431129417,1,0.89753004148516,0.349518832052306,0.290979312987021,0.437977834087982,0.398701380777977,0.206115498312177,0.325147308665699,0.22475002921142,0.146980185136781,0.196699819449066,0.188837928747596,0.202523842815365,0.310120846468279,0.118805894175728,0.254202047093236,0,0.0750399669367486,0.0567077600933672,0.151857000043336,5
"Sall3",0.869673233568051,0.974021756534861,0.985112603339682,1,0.979639784182057,0.509051232819097,0.455325346064977,0.510618997558993,0.368215957145502,0.257411212145403,0.289060240403935,0.22498003719841,0.075918966327513,0.0173454722671644,0.209998583512431,0.0741051638506705,0.159028223496258,0.0563429497320891,0.31065715841339,0.0223021435672908,0,0.0222506556789164,0.107633810006871,5
"Sall4",0.863198768167703,0.961352375042498,0.961426815143973,1,0.942366196390041,0.434201205495409,0.380244344643338,0.302065937705777,0.421517846615549,0.184445955293006,0.186373959921069,0.125421281164807,0.209377042843744,0.244077926067644,0.303170635114412,0.162217852043904,0.210788412432612,0.142110607516522,0.259594535040413,0,0.0609637991272649,0.236829923975154,0.165757511557738,5
"Six4",0.891143283485261,1,0.9769073474219,0.916400503363484,0.94206733683226,0.535037469728714,0.513116722744143,0.518116961224743,0.407569680225099,0.277664344254167,0.408459211485256,0.381263291040071,0.0550197816171356,0.114300828688936,0.123822196603177,0.135380055559218,0.114899186941157,0.0781102764152991,0.332139426613919,0.0454750950535297,0,0.106267557065352,0.171482034706148,5
"Sp6",0.365419571048225,0.85832976453167,0.785490749376678,1,0.979170949654842,0.246437598688293,0.303142929930701,0.354150484258147,0.153015680803722,0.36346251756371,0.321561350220704,0.351586495295731,0,0.112119218482877,0.161771051790538,0.193863147660749,0.145174101943778,0.446244213999112,0.602442528155544,0.00524975955548329,0.0275762625948278,0.650301418462598,0.582985452403524,5
"Sp8",0.466576837490233,0.820615291890733,0.791179515654794,0.948740832855912,1,0.304532358451755,0.230542735412251,0.199964597902222,0.125649747150459,0.507174359891158,0.394227285879299,0.404058966241278,0.169534088679115,0.122441423009742,0.334024724145481,0.0966833455767798,0.122381276901009,0.0708049801426655,0.10402230636158,0,0.0262111437688807,0.288364562637609,0.463353441220139,5
"Tbx5",0.833057499960916,0.99413492589695,1,0.938163383519415,0.993306916548145,0.557432189489398,0.501599040488676,0.534928687215713,0.292039295283256,0.365992474247066,0.39257273683779,0.339275752002421,0.204492050191695,0.0755643895679409,0.155442478197106,0.122240460110608,0.324719308605113,0.21087428584649,0.277872293983846,0.0741373313904515,0.0652167060568477,0,0.147137249094506,5
"Yy2",0.798011837018566,1,0.957895516085384,0.88882710555357,0.913322535555586,0.553591130065149,0.488183513391159,0.24490276696336,0.209144537786506,0.190342804588482,0.445715492757984,0.355268540827775,0.235803818000576,0.381333221755322,0.298475475850888,0.372217771354349,0.330643221716003,0.107572828874518,0.227650994726805,0,0.205277964749227,0.211312133823731,0.124056996385385,5
"Zbtb12",0.83666561570316,1,0.999098195379401,0.957122556462171,0.952982046952873,0.444375779941825,0.447223743062118,0.38977474338136,0.431240706315971,0.364152832492524,0.380354020099862,0.301588186068197,0.192688704177153,0.191959428411068,0.218576902595869,0.217535595923524,0.175521615014031,0.207177850766589,0.357957988544928,0.117997886974683,0.176184409360932,0,0.0865318922023348,5
"Zbtb16",0.747160606210203,1,0.999918857293756,0.986141612981294,0.963908143313688,0.378814813659769,0.164309504499945,0.364167791801316,0.337589059080881,0,0.0441934842405038,0.135476072028601,0.198395020135376,0.171736592153863,0.269507435482764,0.240336470407088,0.195103233885828,0.117074229820032,0.391891101134985,0.238825651833721,0.431900923545612,0.31215059654213,0.334221273463474,5
"Zbtb26",0.852280242383957,1,0.988814001108715,0.861079791157408,0.936053796828829,0.454489307303907,0.350060880428713,0.390499781777667,0.21231068464123,0.367732747691605,0.392530809139454,0.368505492968123,0.267690173059107,0.344970713627477,0.22512782064494,0.244786702776741,0.199237206455278,0.0671006383369831,0.157904126855283,0,0.147387233470491,0.170844187593287,0.185364772070194,5
"Zbtb39",0.74599174556964,1,0.992401242338038,0.902509697603787,0.94317243812429,0.349481156841556,0.33274788959412,0.402286364532818,0.357493818574992,0.315712384398788,0.334869294716974,0.261417254734269,0.179293605348704,0.0984200760381448,0.201100985062592,0.219499018977484,0.162774878955464,0.134321411988372,0.321127947216779,0,0.0889871683575219,0.0314798956551715,0.135709069377867,5
"Zfp113",0.821291077036628,1,0.953410376314647,0.918091224211492,0.945007420488008,0.304634474213883,0.277151368503358,0.250638428898554,0.340542633962356,0.215241348463216,0.228420976563294,0.223454229369062,0.0651385732126444,0.137185556886786,0.161690948870018,0.226151630643981,0.172518712014697,0,0.276305214252859,0.0636781058935155,0.138860387191087,0.0155325739237615,0.0741155235158759,5
"Zfp2",0.805973252958885,1,0.930963162705,0.924611847240222,0.902127746699851,0.421128581001631,0.444524236269234,0.341548121460495,0.301914293050621,0.268976337535739,0.327519039525604,0.291478429274928,0.18151706232474,0.23897897307976,0.217289240653984,0.236804482037537,0.267654422696611,0,0.236098447105651,0.116186948341492,0.221553240770991,0.0336607121250496,0.0691720803448761,5
"Zfp219",0.796259059489227,0.964101326772709,1,0.97632024402772,0.918701523391557,0.355321660298235,0.347067529300204,0.495369025964216,0.489503241067129,0.33578069795324,0.317817776110115,0.17423497979812,0.118397841907654,0.140405452515103,0.188419022312438,0.173694953957912,0.264256738749797,0.107099342127595,0.374582262554395,0.00608562620431742,0.10300779430842,0,0.193663744363238,5
"Zfp41",0.769798128632996,1,0.985013891635667,0.947320472393195,0.889164267156853,0.350536673495296,0.325597284472861,0.436477106732373,0.369717122320797,0.315648048692581,0.280872103225595,0.20960629226833,0.193492314948764,0.124209167512765,0.210852237045661,0.227365893266228,0.20781636897118,0.238194575049235,0.253145259082828,0.162998560775969,0.104848601793038,0,0.0470533832070182,5
"Zfp459",0.532454085959233,1,0.873067697410124,0.827700858344598,0.519425828662816,0.35383775746057,0.335486798204421,0.340743210626268,0.121508312711028,0.288356798229294,0.208223849424769,0.193966915472095,0.0342365568514157,0.124372130804165,0,0.279365767145276,0.11936268750878,0.243480248878435,0.369280960410533,0.0647908663956972,0.103222634125283,0.171267355749604,0.283936476074836,5
"Zfp473",0.734320910520042,0.868161579342635,0.903437113700896,0.832624281198139,1,0.127615402106632,0.149287293775822,0.0804018497391378,0.267641442283645,0.231865560495732,0.250234571853396,0.173476739723453,0.0788411937039161,0.0246949629257374,0.146851403053517,0.0839122389618644,0.141597374062232,0.0397346802652449,0.462348292853707,0.120663706288385,0.219929099127304,0,0.112917954903321,5
"Zfp647",0.728138645985018,0.980690227875988,1,0.9007554453061,0.794403473903437,0.382936125157712,0.31472095118334,0.405496083878818,0.382950887514839,0.257502805886783,0.325186896762772,0.203402263693257,0.154126590726762,0.122226096306185,0.313268166999317,0.220735762574014,0.344371869405773,0.180863715913672,0.386708867328445,0.120887360188316,0.151345119571438,0,0.041868770979991,5
"Zfp664",0.737973608159679,1,0.975110885103095,0.923012499061351,0.932445936513848,0.354368186232671,0.339155021974721,0.304500019194061,0.281923482103155,0.329179139190566,0.297704130741044,0.27761820917692,0.193446303957661,0.137391294704664,0.15268163265947,0.119616969162588,0.189722335442363,0.122304996635048,0.18968313120232,0,0.0381050531162766,0.00508580015641549,0.0311942290702461,5
"Zfp850",0.849933913840208,0.999214825996276,0.961844237698499,0.868507204759027,1,0.383706489653175,0.430950757219102,0.439778189766412,0.339831666875071,0.289842977399916,0.303609599512468,0.348024186925558,0.204646319195036,0.338882369777852,0.275823667149748,0.294913969810049,0.228408326595531,0.170650675012897,0.27692157925801,0.0470721562716858,0.235886655787221,0.202560244415179,0,5
"Zic2",0.887259621418671,0.992796579991772,0.982636170127602,1,0.982623327913203,0.600953021609014,0.487374629079224,0.488521555479829,0.501094834594613,0.332275494455578,0.35977842675683,0.342651052366921,0.233927214617225,0.226660262072836,0.314710976470786,0.126753912935818,0.188071639629513,0.0821388627620872,0.286729520322079,0.019021090657152,0,0.133080323540087,0.258062537497651,5
