"","X","E12.E11","E13.E12","E14.E13"
"Fam19a2",1422,NA,NA,-0.691581353088625
"Fat3",1451,NA,NA,-0.509225094960314
"Faxc",1452,NA,NA,-0.514756821659957
"Fnbp1l",1538,NA,NA,-0.576207011880137
"Fsd1",1575,NA,NA,-0.613227097019007
"Gas2",1630,NA,NA,-0.583754252989902
"Gm9866",1765,NA,NA,-0.785639186187742
"Gpc2",1786,NA,NA,-0.689628288519849
"Gpr156",1797,NA,NA,-1.04982810465245
"Hdgfrp3",1905,NA,NA,-0.594078920095881
"Hoxa13",1959,NA,NA,-0.741198231978626
"Iglon5",2061,NA,NA,-0.634354491035426
"Il17rd",2085,NA,NA,-0.525501946473681
"Kbtbd11",2194,NA,NA,-0.554297602193952
"Kbtbd7",2196,NA,NA,-0.519950332410609
"Lct",2339,NA,NA,-0.680658045153847
"Lppr3",2408,NA,NA,-0.559488644750513
"Lzts1",2475,NA,NA,-0.624222268598394
"Map2",2503,NA,NA,-0.697805431431355
"Mex3b",2566,NA,NA,-0.601638278249577
"Mterf2",2682,NA,NA,-0.511529008936758
"Mzt1",2740,NA,NA,-0.535076116019827
"Ncan",2768,NA,NA,-0.84283782118906
"Neto2",2798,NA,NA,-0.629545361384389
"Pabpc4l",2975,NA,NA,-0.578941371860046
"Pcdh17",3011,NA,NA,-0.645857278526027
"Phf6",3081,NA,NA,-0.71812392212525
"Plk5",3166,NA,NA,-0.815419868048311
"Prr36",3268,NA,NA,-0.512091636912717
"Prr5l",3270,NA,NA,-0.598088921129499
"Rasl11a",3408,NA,NA,-0.619324775339904
"Rimklb",3484,NA,NA,-0.847486884241973
"Robo1",3508,NA,NA,-0.543423083633702
"Rpgr",3512,NA,NA,-0.536925012370866
"Rprm",3515,NA,NA,-0.809782814409829
"Rundc3b",3536,NA,NA,-0.718887601079698
"Scn9a",3595,NA,NA,-0.790051815342354
"Sema4f",3619,NA,NA,-0.699322277497855
"Sema4g",3620,NA,NA,-0.503265817857615
"Serpini1",3648,NA,NA,-0.551844837554579
"Sh3bgrl",3669,NA,NA,-0.500418334498727
"Shd",3681,NA,NA,-0.534704639297444
"Slc29a4",3747,NA,NA,-0.76940238941356
"Slc2a4",3750,NA,NA,-0.52428172973912
"Syn3",3983,NA,NA,-0.628877065831591
"Syngr3",3991,NA,NA,-0.692856100401743
"Syt14",3998,NA,NA,-0.665776795121395
"Syt16",4000,NA,NA,-0.683749734034741
"Syt5",4004,NA,NA,-0.642817823409628
"Tll1",4104,NA,NA,-0.647545209211602
"Tmeff1",4124,NA,NA,-0.606752041951146
"Tmem151b",4141,NA,NA,-0.771684981696951
"Tmem47",4165,NA,NA,-0.547982324386939
"Tril",4242,NA,NA,-0.600205687149071
"Trove2",4257,NA,NA,-0.630316034136685
"Unc5c",4325,NA,NA,-0.885882169647641
"Wasf1",4375,NA,NA,-0.54515754716082
"Zfp365",4444,NA,NA,-0.763483412050837
"1700024P16Rik",9,NA,NA,0.825263676962792
"2310007B03Rik",18,NA,NA,0.693643695950258
"5830416P10Rik",81,NA,NA,0.936246836706798
"A530099J19Rik",114,NA,NA,1.24266442541322
"Abcg1",139,NA,NA,0.583147527253818
"Abhd11os",142,NA,NA,0.992332743431148
"Abhd15",145,NA,NA,0.822430674185747
"Acaa2",155,NA,NA,0.542636269948233
"Acbd4",159,NA,NA,0.503534405161678
"Adora3",237,NA,NA,1.05161631450849
"AI467606",273,NA,NA,0.947136246177987
"AI661453",278,NA,NA,0.828960895910531
"Akr1b10",288,NA,NA,0.570796561065389
"Alox15",302,NA,NA,0.802242041963443
"Amdhd2",311,NA,NA,0.657101790054758
"Ap1b1",354,NA,NA,0.616465957626151
"Ap2s1",357,NA,NA,0.510509537943779
"Arhgap9",395,NA,NA,1.12019612469776
"Arpc2",413,NA,NA,0.501295841029867
"Arpc3",414,NA,NA,0.654177709613135
"Arpc4",415,NA,NA,0.518454871305559
"Arrb2",418,NA,NA,0.719509082872447
"Asprv1",441,NA,NA,1.08931258166305
"Atg7",449,NA,NA,0.528446383239809
"Atp13a2",454,NA,NA,0.577991085323025
"Atp6v0b",465,NA,NA,0.504513785395619
"Bfsp2",540,NA,NA,0.986780657774339
"Bid",547,NA,NA,0.557367101911062
"Bpifc",560,NA,NA,0.803946786584083
"C3",600,NA,NA,1.43003683690842
"Camp",635,NA,NA,0.653584035249032
"Capg",637,NA,NA,1.0642952669037
"Capns1",641,NA,NA,0.526684819901144
"Ccdc69",683,NA,NA,0.844826189277636
"Ccl6",694,NA,NA,1.06689253662353
"Cd200r3",720,NA,NA,0.698047808839785
"Cd300lb",729,NA,NA,0.837269161695176
"Cdkn1a",789,NA,NA,0.799645690635125
"Ces2g",818,NA,NA,1.08894124746799
"Chst12",851,NA,NA,0.631769003440284
"Cited2",858,NA,NA,0.533198694392461
"Cited4",859,NA,NA,1.05829816789861
"Cldn1",869,NA,NA,0.531360911236497
"Clta",899,NA,NA,0.528337137493101
"Cma2",903,NA,NA,0.938025116781573
"Cndp2",909,NA,NA,0.732244122335382
"Cnr2",915,NA,NA,1.06508455588833
"Commd9",968,NA,NA,0.524651343421597
"Coro2a",973,NA,NA,0.853903954985763
"Coro7",976,NA,NA,0.646064651017857
"Cpb1",985,NA,NA,0.851291332416111
"Cst7",1033,NA,NA,1.00913264464694
"Ctse",1047,NA,NA,0.868289978251827
"Cyp4f39",1088,NA,NA,0.841687206557421
"Daglb",1110,NA,NA,0.694656984687782
"Dap",1111,NA,NA,0.50556798069631
"Dcxr",1124,NA,NA,0.851033840142934
"Ddc",1126,NA,NA,0.779203374864002
"Dock10",1191,NA,NA,0.518050418197784
"Dok3",1196,NA,NA,0.809066579873589
"Dpep1",1200,NA,NA,0.957456692227294
"Dpp7",1204,NA,NA,0.575944553740786
"Dsc1",1213,NA,NA,0.936026204103257
"Eif4ebp1",1284,NA,NA,0.562458796313408
"Emc9",1300,NA,NA,0.685648604323844
"Engase",1314,NA,NA,0.604373107296306
"Epor",1337,NA,NA,0.572124841258029
"Ethe1",1359,NA,NA,0.520507316326795
"Fam111a",1390,NA,NA,0.563573279856485
"Fam46b",1431,NA,NA,0.913486707932332
"Fgd3",1487,NA,NA,0.976919584279964
"Fgr",1507,NA,NA,1.25106994086526
"Fkbp15",1521,NA,NA,0.581286845590962
"Flot1",1526,NA,NA,0.517101946372611
"Fmn1",1532,NA,NA,0.692300393386566
"Fpr1",1561,NA,NA,0.976514720506411
"Fpr2",1562,NA,NA,0.70430703759299
"Frrs1",1571,NA,NA,0.619156977642076
"Ftl1",1581,NA,NA,0.719301546270065
"Galc",1615,NA,NA,0.542201251856283
"Gba",1641,NA,NA,0.680535661606919
"Gcsam",1655,NA,NA,1.00012307030874
"Gda",1656,NA,NA,1.19619832668067
"Gdf3",1661,NA,NA,0.832977952922254
"Glb1",1691,NA,NA,0.541903431390048
"Glrx",1702,NA,NA,0.557496407118858
"Gltp",1705,NA,NA,0.681368844821267
"Glul",1706,NA,NA,0.506396894509365
"Gm14005",1718,NA,NA,0.839540878687712
"Gm21188",1733,NA,NA,0.942715228876301
"Gm8615",1761,NA,NA,0.527305422830372
"Gmip",1770,NA,NA,0.697871690700861
"Gnaz",1777,NA,NA,0.662852181391122
"Gnpda1",1783,NA,NA,0.501825194429482
"Gpr141",1793,NA,NA,1.00659476524859
"Gpr146",1795,NA,NA,0.8388080201812
"Gpx1",1822,NA,NA,0.695879568130838
"Grap2",1827,NA,NA,1.0034572515492
"Gstm1",1859,NA,NA,0.577133150725694
"Gstt2",1863,NA,NA,0.556358132096343
"Gusb",1870,NA,NA,0.814457091698774
"H2-Aa",1875,NA,NA,0.837572608933974
"H2-DMb2",1877,NA,NA,0.769376297484503
"H2-Eb1",1878,NA,NA,1.16293637756744
"H2-T23",1884,NA,NA,0.717760278208578
"H6pd",1886,NA,NA,0.50657435328261
"Hcar2",1899,NA,NA,0.982342081210666
"Hcfc1r1",1900,NA,NA,0.504155641026372
"Herpud1",1912,NA,NA,0.54553247964985
"Hmha1",1948,NA,NA,0.919406973446567
"Hp",1986,NA,NA,1.0914852707054
"Hprt",1989,NA,NA,0.510234452803309
"Hsd11b1",2002,NA,NA,0.853515670303966
"Hspa2",2006,NA,NA,0.536870919092113
"Hspb1",2008,NA,NA,0.977628943283319
"Ifi204",2035,NA,NA,1.28255173858376
"Ifngr1",2050,NA,NA,0.630465694037045
"Il16",2081,NA,NA,0.798876505032869
"Il17rc",2084,NA,NA,0.768895390549794
"Il18rap",2088,NA,NA,0.782112604203996
"Il20rb",2098,NA,NA,0.71467714553723
"Il3ra",2106,NA,NA,0.63442314040877
"Il6",2109,NA,NA,0.825614379949045
"Irak4",2129,NA,NA,0.616793415758069
"Jak3",2179,NA,NA,0.772093931805362
"Kit",2274,NA,NA,0.76097489280226
"Klk8",2291,NA,NA,0.639274399020844
"Krt77",2306,NA,NA,1.14845265611116
"Lat2",2332,NA,NA,1.00920778978332
"Lcn2",2336,NA,NA,1.15051583365053
"Liph",2382,NA,NA,0.818502755374981
"Lrrc4",2429,NA,NA,0.701205380369555
"Ltb4r1",2449,NA,NA,0.856707299768898
"Ly6d",2458,NA,NA,0.79853479843909
"Lypd3",2469,NA,NA,0.868748320752843
"Malat1",2488,NA,NA,0.611522277090064
"Map3k6",2508,NA,NA,0.777619105913814
"Map3k8",2510,NA,NA,0.759419960100952
"Mapkapk3",2518,NA,NA,0.686596645807206
"Mbp",2532,NA,NA,0.611043787716934
"Mcemp1",2537,NA,NA,1.08450464452349
"Mcpt2",2543,NA,NA,1.03014510732439
"Mcpt8",2545,NA,NA,1.17568249769148
"Mfsd12",2570,NA,NA,0.593432944230753
"Mical2",2583,NA,NA,0.543868639142364
"Mmp23",2627,NA,NA,0.666423397668542
"Mmp8",2630,NA,NA,0.83108152885859
"Mns1",2635,NA,NA,0.693863725810833
"Mob3c",2637,NA,NA,0.64356833269911
"Mpl",2645,NA,NA,0.871341413315897
"Mpv17l2",2649,NA,NA,0.518175212157497
"Mrps28",2659,NA,NA,0.595344800261101
"Ms4a4d",2664,NA,NA,0.859193820163824
"Mylk3",2720,NA,NA,0.648417636331323
"N4bp2l1",2741,NA,NA,0.71624103402099
"Nat8l",2761,NA,NA,1.01179119914316
"Nbeal2",2763,NA,NA,0.982545984488364
"Ndst2",2781,NA,NA,0.63897512439689
"Ngp",2816,NA,NA,1.082935942857
"Nmnat3",2838,NA,NA,0.75674519204807
"Nucb1",2908,NA,NA,0.526009532395913
"Nudt16",2912,NA,NA,0.692904132087713
"Oas3",2925,NA,NA,0.891101168797912
"Olfm4",2932,NA,NA,0.863662301970915
"Ost4",2955,NA,NA,0.54133675340935
"Ostm1",2957,NA,NA,0.585181551898734
"P2rx1",2963,NA,NA,1.22855136062396
"Parp3",2995,NA,NA,0.617181823465113
"Pcbd2",3006,NA,NA,0.503966330350533
"Pdlim1",3053,NA,NA,0.657783353392256
"Pdlim2",3054,NA,NA,0.778675447780221
"Phf11b",3076,NA,NA,0.847835151551678
"Phyhd1",3087,NA,NA,0.670062050304799
"Pi16",3090,NA,NA,1.65656866454857
"Pik3r6",3104,NA,NA,1.11101855316602
"Pira6",3108,NA,NA,0.909332983680919
"Pla2g2f",3129,NA,NA,0.918530579759102
"Plbd1",3141,NA,NA,0.956997010611523
"Pnp",3194,NA,NA,0.636863898469108
"Pnpla7",3197,NA,NA,0.732208382098694
"Poln",3200,NA,NA,0.887581028289921
"Pon3",3202,NA,NA,0.682221358067354
"Ppm1h",3220,NA,NA,0.805834736477302
"Pqlc3",3234,NA,NA,0.692129632845208
"Prkcd",3248,NA,NA,0.552797885762169
"Prr13",3264,NA,NA,0.688221435284299
"Prss28",3276,NA,NA,1.01818958015085
"Psen2",3289,NA,NA,0.733263289690562
"Pstpip2",3296,NA,NA,0.553652835302605
"Ptgr2",3309,NA,NA,0.5636213388763
"Ptpn22",3320,NA,NA,0.797101875523164
"Pygl",3345,NA,NA,0.567509956829714
"Pyhin1",3347,NA,NA,0.843102545444675
"Rab27b",3359,NA,NA,0.989480464480712
"Rbp4",3423,NA,NA,0.818772069040664
"Rgs13",3458,NA,NA,0.974188591786937
"Rgs18",3462,NA,NA,1.03279609056197
"Rhbdf2",3471,NA,NA,0.621304661755099
"Rhog",3477,NA,NA,0.788753452335152
"Rnasek",3496,NA,NA,0.688839821885563
"Rnf135",3501,NA,NA,0.620302890352456
"Rnh1",3507,NA,NA,0.500979786011268
"Rps28",3516,NA,NA,0.524057563424336
"Rps29",3517,NA,NA,0.530008453777293
"Rps6ka1",3518,NA,NA,0.580112509134725
"Rps6kl1",3521,NA,NA,0.820028902409223
"S100a14",3550,NA,NA,0.967095289143403
"S100a8",3555,NA,NA,1.0099646324752
"Sbsn",3574,NA,NA,0.736283909267891
"Sdf2l1",3602,NA,NA,0.52735038233565
"Sdr42e1",3606,NA,NA,0.867248446752791
"Sec11c",3609,NA,NA,0.687781621120189
"Sema4a",3618,NA,NA,0.72373001781041
"Sh3bgrl3",3671,NA,NA,0.638565316386628
"Shisa5",3686,NA,NA,0.594131777323554
"Slc13a3",3713,NA,NA,0.819831185575483
"Slc2a6",3752,NA,NA,0.784318721239091
"Slc2a9",3753,NA,NA,0.951232969279049
"Slc30a2",3755,NA,NA,0.900001493907982
"Slc35c1",3757,NA,NA,0.679668716718051
"Slc37a1",3761,NA,NA,1.21690878229523
"Slc3a2",3770,NA,NA,0.587160410837543
"Slc43a2",3774,NA,NA,0.694429876264483
"Slc6a4",3792,NA,NA,1.2234829108785
"Slc7a5",3798,NA,NA,0.727685139696344
"Slc8b1",3803,NA,NA,0.612909241389117
"Slc9a3r1",3805,NA,NA,0.827758129347447
"Slfn10-ps",3812,NA,NA,1.07472158577673
"Slfn5",3814,NA,NA,0.722916217770746
"Smpdl3a",3834,NA,NA,0.662542630898969
"Snx8",3856,NA,NA,0.54830051942616
"Soat2",3857,NA,NA,1.00045350986992
"Spns3",3901,NA,NA,0.937166454004798
"Steap3",3948,NA,NA,0.619007522892366
"Stfa2l1",3950,NA,NA,0.6858005954745
"Stfa3",3951,NA,NA,0.80187206267583
"Stxbp2",3964,NA,NA,0.871291930282389
"Sybu",3980,NA,NA,0.78756115588408
"Tarm1",4027,NA,NA,0.814896609025487
"Tceal7",4040,NA,NA,0.759057074859561
"Tesc",4058,NA,NA,0.766622897027007
"Tgm3",4075,NA,NA,0.809046588368032
"Them5",4082,NA,NA,0.884281247581691
"Them6",4083,NA,NA,0.711410949328862
"Tmem106c",4129,NA,NA,0.51171611462902
"Tmem144",4138,NA,NA,0.799913423913019
"Tmem40",4163,NA,NA,0.790300610521555
"Tnfrsf26",4193,NA,NA,0.867570593646707
"Tor4a",4216,NA,NA,1.02769709846827
"Tph1",4219,NA,NA,1.18334747151797
"Tpp1",4222,NA,NA,0.701878225591979
"Tpsg1",4227,NA,NA,1.14249797979362
"Tradd",4229,NA,NA,0.527300842116206
"Trim9",4256,NA,NA,0.834111564700281
"Tspan32",4277,NA,NA,1.01893857360382
"Tspo",4280,NA,NA,0.914732008790137
"Ttc7",4285,NA,NA,0.902383050159411
"Tuba4a",4293,NA,NA,0.924755176487413
"Tuba8",4294,NA,NA,1.05435658701196
"Txnip",4304,NA,NA,0.557098061050392
"Uba7",4309,NA,NA,0.940654576181013
