"","X","E12.E11","E13.E12","E14.E13"
"Ubc",4310,NA,NA,0.602024196069393
"Unc13d",4322,NA,NA,1.16859826646235
"Upk1b",4331,NA,NA,0.856756836016707
"Wfdc17",4384,NA,NA,0.883889434867784
"Zc2hc1c",4426,NA,NA,0.766163391921104
"2810408A11Rik",25,NA,-0.662192329574225,-0.670503286233251
"Aif1l",281,NA,-0.549247831428179,-0.565584456488873
"Amer2",312,NA,-0.939626404061619,-0.792273233477326
"Astn1",443,NA,-0.638985199791422,-0.827737097984621
"B3gnt5",488,NA,-0.78016862188411,-0.828274612766514
"Bex2",537,NA,-0.671456114899434,-0.557584605390689
"Col25a1",946,NA,-0.549527042083791,-0.876623278596151
"Eya4",1373,NA,-0.698054110920255,-0.628931367520757
"Fam169a",1407,NA,-0.534952914473737,-0.966533935214478
"Fblim1",1453,NA,-0.723561583808929,-0.561585608961768
"Frmd5",1568,NA,-0.809106260275721,-0.865739209475216
"Gng3",1781,NA,-0.685049602145024,-0.767539177414186
"Gstm7",1860,NA,-0.575533325400409,-0.639306544418719
"Jakmip2",2181,NA,-0.633610332804425,-0.823653362744211
"Mgat5b",2577,NA,-0.555193285172782,-0.636818240723122
"Nap1l2",2755,NA,-1.03522556691309,-0.811909439579304
"Nnat",2840,NA,-0.88870715781745,-0.680063905767884
"Pip5kl1",3107,NA,-0.709192312562903,-0.774800772910005
"Sbk1",3573,NA,-0.562144746657295,-0.678863811153949
"Sept3",3628,NA,-0.548080697027389,-0.857507780584579
"Slitrk5",3821,NA,-0.750608194824695,-0.875145152680972
"Stra6",3959,NA,-0.648073695610062,-0.719149648345305
"Tagln3",4018,NA,-0.542263188304022,-0.917976791317168
"Tubb3",4297,NA,-1.03372849148445,-0.576074192769412
"Wdr17",4379,NA,-0.725008367403838,-0.787566071428458
"Wnk3",4388,NA,-0.518954835672413,-0.603504724826624
"Zcchc18",4431,NA,-0.583682747471066,-0.735073932872192
"2900011O08Rik",32,NA,-0.9743592129611,NA
"9330133O14Rik",93,NA,-0.502998048384543,NA
"Abracl",154,NA,-0.545982070490482,NA
"Acot1",165,NA,-0.554351723883302,NA
"Adamts18",195,NA,-0.706493179532345,NA
"Add2",219,NA,-0.63579101820468,NA
"Alpk2",306,NA,-0.722439906600748,NA
"Amot",314,NA,-0.950765896761277,NA
"Arrdc3",419,NA,-0.828120839219538,NA
"Asic3",436,NA,-0.770951276695444,NA
"BC024139",512,NA,-0.714283712609427,NA
"BC049730",517,NA,-1.00970175060231,NA
"Bves",576,NA,-0.982487186201279,NA
"C330021F23Rik",601,NA,-0.642777198654458,NA
"Calb2",623,NA,-0.966146891592736,NA
"Card11",649,NA,-0.975850560370026,NA
"Ccdc40",681,NA,-0.78058474636219,NA
"Ccdc89",686,NA,-0.712456821495693,NA
"Chn1",834,NA,-0.512672490637511,NA
"Crabp2",996,NA,-0.522012298794943,NA
"Crb2",997,NA,-0.979865239010452,NA
"Cyp1b1",1079,NA,-0.64191394421916,NA
"Dbndd1",1114,NA,-0.577996001588509,NA
"Dnmt3b",1189,NA,-0.585609073173258,NA
"Dpf3",1201,NA,-0.631775623464555,NA
"Dscaml1",1215,NA,-0.655250474762146,NA
"Dtna",1219,NA,-0.940774731944981,NA
"Dyrk3",1236,NA,-0.812990856225732,NA
"Enho",1315,NA,-0.713498511964101,NA
"Errfi1",1349,NA,-0.582394374387917,NA
"Fbxo16",1463,NA,-0.722812582576121,NA
"Fgd4",1488,NA,-0.716735783868112,NA
"Gal3st3",1614,NA,-0.51395024173399,NA
"Gdf7",1663,NA,-0.981030412018694,NA
"Gm10406",1708,NA,-0.574292854835602,NA
"Gm5868",1754,NA,-0.702868447653754,NA
"Gnal",1775,NA,-0.699500013509893,NA
"Gsta4",1858,NA,-0.705674214611876,NA
"H2afy",1885,NA,-0.526469841319273,NA
"Hgf",1921,NA,-0.501972054117324,NA
"Hpse2",1991,NA,-0.53526016273995,NA
"Hs3st3b1",1998,NA,-0.519918693553491,NA
"Kcna3",2200,NA,-0.539902146347933,NA
"Kcnmb4os2",2234,NA,-0.720541120508501,NA
"Krt18",2302,NA,-0.850529546362236,NA
"Ldhb",2340,NA,-0.585201218104347,NA
"Lmo3",2388,NA,-0.542659122753645,NA
"Lnx1",2393,NA,-1.08724256102878,NA
"Mfsd2b",2571,NA,-0.561669461729693,NA
"Mira",2611,NA,-0.767103306132497,NA
"Morf4l1-ps1",2641,NA,-0.591736419995818,NA
"Mpped2",2648,NA,-0.710553531584306,NA
"Mtus2",2686,NA,-0.772196848586171,NA
"Muc13",2687,NA,-0.743323452844401,NA
"Myo5c",2727,NA,-0.718940581696596,NA
"Nasp",2759,NA,-0.507644217212415,NA
"Nipsnap1",2824,NA,-0.513024161097714,NA
"Nol4",2845,NA,-0.82069493197432,NA
"Oprl1",2945,NA,-0.865082747006117,NA
"Paqr3",2986,NA,-0.514599599228252,NA
"Pard6b",2990,NA,-0.748786980066209,NA
"Pde1c",3042,NA,-0.835977062531534,NA
"Pklr",3120,NA,-0.676392890915371,NA
"Pls1",3169,NA,-0.686425703090221,NA
"Ppbp",3217,NA,-0.72230622138959,NA
"Rab11fip1",3353,NA,-0.500222405623314,NA
"Rasef",3400,NA,-0.803713464849512,NA
"Rassf7",3413,NA,-0.54626503854032,NA
"Rbpms2",3424,NA,-0.519548996712114,NA
"Rnf150",3502,NA,-0.802110187934077,NA
"Rragd",3523,NA,-0.662328203866747,NA
"Rxfp2",3541,NA,-1.71534297244898,NA
"Scg5",3584,NA,-0.810772569665972,NA
"Scrn1",3597,NA,-0.552656817655385,NA
"Sh2b2",3664,NA,-0.531695197053944,NA
"Sh2d5",3667,NA,-0.525886705971521,NA
"Shisa2",3684,NA,-0.556267096559094,NA
"Shisa3",3685,NA,-1.09210857864636,NA
"Slc10a4",3708,NA,-0.697832161163299,NA
"Slc25a33",3738,NA,-0.676959892509693,NA
"Slc45a1",3776,NA,-0.903254124280587,NA
"Smarca5-ps",3827,NA,-0.643365995999618,NA
"Specc1",3897,NA,-0.598071209069424,NA
"Spock1",3903,NA,-0.706144710388154,NA
"St8sia1",3932,NA,-0.984225323792185,NA
"Svopl",3979,NA,-0.878585320719087,NA
"Tbx3os2",4033,NA,-0.768563301812803,NA
"Tekt1",4054,NA,-0.845489235906375,NA
"Tgfb2",4069,NA,-0.507162787416415,NA
"Tmc3",4118,NA,-0.764960348207858,NA
"Tmem139",4136,NA,-0.728669304692931,NA
"Tmem151a",4140,NA,-0.712259129777369,NA
"Tmem163",4144,NA,-0.803769588071056,NA
"Trim6",4251,NA,-1.1611448526635,NA
"Ush1c",4335,NA,-1.10121204820871,NA
"Utp14b",4340,NA,-0.589752124027885,NA
"Wbp1",4376,NA,-0.522991583046747,NA
"Wdr72",4382,NA,-0.697508942135563,NA
"Zcchc11",4429,NA,-0.532881815168227,NA
"Zcchc12",4430,NA,-0.654773306138402,NA
"Zfp462",4454,NA,-0.501031498234847,NA
"Acp5",168,NA,0.783476251153324,0.720911637559602
"Alas2",290,NA,1.18635612286269,1.00238131307736
"Aldh1l2",298,NA,0.819833754101851,0.761966079598888
"Aoc3",352,NA,1.67407088147568,0.777037267680733
"Atp12a",453,NA,1.56520622281129,0.794016219599186
"Dmkn",1170,NA,0.837069825887685,1.77890095554131
"Fam167a",1405,NA,0.92929601386622,0.833448321811359
"Fam20a",1423,NA,1.43286864891616,0.771447880683768
"Flt3l",1530,NA,0.809317232721829,0.767407393784803
"Gatsl3",1640,NA,0.932156393326822,0.802648528725819
"Ikbke",2071,NA,0.503983939467705,0.635491424954955
"Iyd",2175,NA,0.938079092739868,0.783540569122073
"Krt1",2298,NA,2.09524711726036,1.26357937849655
"Krt10",2299,NA,1.1036141109799,1.54245027881416
"Krt4",2304,NA,0.735465870102579,1.05811455515564
"Krtdap",2311,NA,1.27815188627379,1.2177591407132
"Maob",2499,NA,0.915288952532033,1.1998287642956
"Mcpt-ps1",2542,NA,0.53024199228122,1.14582838058034
"Mcpt4",2544,NA,0.516508326113238,1.25897090633407
"Mocos",2638,NA,0.789155299951904,0.859792308791655
"Muc15",2688,NA,0.639923109342182,0.795295180119458
"Mxra8",2695,NA,0.558127879632344,0.572973366199923
"Naaa",2742,NA,0.695833210778966,0.79826038655747
"Nucb2",2909,NA,0.512845424903677,0.661761842256328
"Snca",3839,NA,0.645786291082121,0.825070668760407
"Snx7",3855,NA,0.5067775742602,0.543724675305043
"Spon2",3906,NA,1.29864545547005,0.997284771148505
"Steap4",3949,NA,1.54168805398118,0.753442111242939
"Tcea3",4037,NA,0.653456132740141,0.793562817769357
"Thbd",4077,NA,0.885671584045253,0.726255264032573
"Trim10",4243,NA,0.742033489596076,0.793663502914351
"1700018A04Rik",7,NA,1.30036522994712,NA
"2610028E06Rik",22,NA,0.673472964755565,NA
"2900026A02Rik",33,NA,0.937956308357697,NA
"4930431F12Rik",48,NA,0.665589152031607,NA
"4930447M23Rik",51,NA,0.715598190514337,NA
"4930452G13Rik",53,NA,0.73058052980487,NA
"4930578C19Rik",59,NA,0.853886604437801,NA
"a",101,NA,0.913990660468239,NA
"A230065H16Rik",103,NA,0.783375575175078,NA
"A330023F24Rik",108,NA,0.748740197595662,NA
"A730090H04Rik",119,NA,0.857273844813476,NA
"Aatk",124,NA,0.572027802965087,NA
"Abca5",129,NA,0.560292919753176,NA
"Abca8b",132,NA,0.98101176201446,NA
"Abhd14b",144,NA,0.768223886483665,NA
"Ablim1",150,NA,0.757693753136885,NA
"Acan",156,NA,1.01240325620351,NA
"Ace",160,NA,1.33070126687124,NA
"Ackr1",163,NA,0.966438016259936,NA
"Acsbg1",171,NA,0.816740671618092,NA
"Acsm3",173,NA,0.84909934663278,NA
"Acvrl1",181,NA,0.817687388036243,NA
"Adamts14",191,NA,1.64941898926608,NA
"Adamts3",198,NA,0.898509971870986,NA
"Adamts4",199,NA,0.718955179335815,NA
"Adamtsl3",205,NA,1.43799145879238,NA
"Adcy3",213,NA,0.598983781398068,NA
"Adgra3",220,NA,0.692014170115495,NA
"Adgrf5",228,NA,0.897262949310114,NA
"Adora2a",236,NA,0.605566179548981,NA
"Adrbk2",247,NA,0.585082767518241,NA
"Afap1l1",253,NA,0.533275037941291,NA
"Agt",262,NA,0.70138399875712,NA
"Agtr1a",263,NA,1.36166690976045,NA
"Ahnak",265,NA,0.752784601725794,NA
"AI197445",268,NA,0.676213482061237,NA
"AI414108",270,NA,0.636636383916413,NA
"Amigo1",313,NA,0.514011762729191,NA
"Amtn",318,NA,1.2300602921052,NA
"Angptl4",324,NA,0.683378876302499,NA
"Angptl7",325,NA,0.701943669596464,NA
"Ank2",327,NA,0.706336365988217,NA
"Anpep",340,NA,0.690648615337436,NA
"Aox4",353,NA,0.678835489742278,NA
"Apba2",360,NA,0.793744030068467,NA
"Apln",365,NA,0.899824509613858,NA
"Aplnr",366,NA,0.977577685780449,NA
"App",374,NA,0.551122937164342,NA
"Aqp3",376,NA,1.75143751405051,NA
"Arfgef3",384,NA,1.42300036536037,NA
"Arhgap26",389,NA,0.657858811758987,NA
"Arhgef15",398,NA,0.666681501587064,NA
"Arsj",422,NA,0.928543426290982,NA
"Atp1b4",458,NA,0.732898602210965,NA
"Atp2b3",461,NA,0.800375076164699,NA
"Atp6v0a4",464,NA,1.19404913232335,NA
"Atp6v0d2",466,NA,0.980761229459852,NA
"Atp8b1",469,NA,0.549302808739977,NA
"AU021092",474,NA,0.711136363280505,NA
"B4galnt3",493,NA,0.706110815269071,NA
"Bace1",497,NA,0.602739745771706,NA
"Baiap2l2",500,NA,0.913648145603114,NA
"BC021891",511,NA,0.952547888328033,NA
"Birc3",549,NA,0.582695465687892,NA
"Btnl9",574,NA,0.84952737855293,NA
"C130074G19Rik",579,NA,1.08304908129685,NA
"C1qtnf9",592,NA,0.787439706066425,NA
"C4b",603,NA,0.67080553603838,NA
"Cacna1d",610,NA,0.774053963152112,NA
"Car11",643,NA,0.599730233573523,NA
"Cav1",660,NA,1.70803515345705,NA
"Cav2",661,NA,0.985005988072988,NA
"Cbr3",667,NA,1.32143394577226,NA
"Cbx6",669,NA,0.763169289754325,NA
"Ccdc157",677,NA,0.520766744633187,NA
"Ccm2l",697,NA,0.687172003386812,NA
"Cd109",713,NA,1.20768288746167,NA
"Cd300lg",731,NA,0.717836740290196,NA
"Cd34",733,NA,0.677123960161611,NA
"Cd40",738,NA,0.607996056771733,NA
"Cd81",753,NA,0.539916051079417,NA
"Cd93",759,NA,0.944300650534091,NA
"Cdc42ep1",763,NA,0.566629646584315,NA
"Cdh20",778,NA,0.766182356748115,NA
"Cdh5",782,NA,1.06412616950431,NA
"Celsr2",802,NA,0.688539603402167,NA
"Cers4",815,NA,0.502249173577456,NA
"Cftr",823,NA,0.643589310848519,NA
"Chad",826,NA,0.704386487677065,NA
"Chga",830,NA,0.617902553464159,NA
"Chpf",838,NA,0.888841309672267,NA
"Chrna5",847,NA,0.603928429955344,NA
"Chst1",850,NA,0.691485268978542,NA
"Cldn5",871,NA,0.741050616502078,NA
"Clec14a",877,NA,0.842480417100672,NA
"Clec1a",878,NA,0.785674969574713,NA
"Clec3a",882,NA,1.05840259329493,NA
"Clec3b",883,NA,1.55798683640551,NA
"Cntnap1",925,NA,0.81415913916841,NA
"Col11a1",932,NA,0.996522985967677,NA
"Col11a2",933,NA,0.985175200498707,NA
"Col15a1",937,NA,1.16931108160793,NA
"Col22a1",944,NA,0.857377445965309,NA
"Col27a1",947,NA,0.668231191525134,NA
"Col4a1",950,NA,1.00146571778743,NA
"Col4a2",951,NA,0.92399342088611,NA
"Col7a1",963,NA,1.60777066307045,NA
"Colgalt2",966,NA,1.18469281887015,NA
"Cpa1",980,NA,0.705263670780442,NA
"Cpne2",987,NA,0.663547197060883,NA
"Cpne7",990,NA,0.752508646761499,NA
"Crip2",1006,NA,0.51295590563441,NA
"Crybg3",1015,NA,0.832833577895957,NA
"Csgalnact2",1024,NA,0.546097387613844,NA
"Cspg4",1028,NA,1.19949352761375,NA
"Ctgf",1037,NA,0.686267473847451,NA
"Cttnbp2",1054,NA,0.583793065633983,NA
"Cxcl14",1065,NA,0.575859423422159,NA
"Cyp46a1",1085,NA,0.573559154666158,NA
"Cyp4b1",1086,NA,0.890519492763884,NA
"Cytl1",1096,NA,0.941685128512947,NA
"D7Ertd443e",1103,NA,0.765406028232465,NA
"D930048N14Rik",1105,NA,0.565829071992828,NA
"Ddn",1127,NA,0.672007021969836,NA
"Degs1",1130,NA,0.520383067681564,NA
"Dkk1",1149,NA,1.2531740224012,NA
"Dkk3",1151,NA,0.974989708828169,NA
"Dlk2",1160,NA,0.841944951427891,NA
"Dmp1",1171,NA,0.887942187938214,NA
"Dnah2",1178,NA,0.555938217409352,NA
"Dock9",1194,NA,0.629780424068532,NA
"Dok4",1197,NA,0.60021777028018,NA
"Dsg1a",1216,NA,0.801490683121243,NA
"Dsg1b",1217,NA,0.526469908425663,NA
"Dst",1218,NA,0.526080740933535,NA
"Duox1",1222,NA,1.09158697670257,NA
"Duoxa1",1223,NA,0.786809975453584,NA
"Ece1",1249,NA,0.525753129190259,NA
"Ecm2",1251,NA,1.54245064823758,NA
"Ecscr",1252,NA,0.813875398484493,NA
"Eda2r",1255,NA,0.64588483061748,NA
"Edaradd",1257,NA,0.752138911874041,NA
"Efcc1",1264,NA,0.865741375548366,NA
"Egfl7",1272,NA,0.565792874410896,NA
"Eif2ak3",1283,NA,0.529645535922378,NA
"Emcn",1301,NA,0.722033749438309,NA
"Endou",1312,NA,1.42193685580423,NA
"Eng",1313,NA,1.19670041608963,NA
"Enpp1",1319,NA,0.557945085560974,NA
"Enpp2",1320,NA,0.719743318470497,NA
"Ephx1",1335,NA,0.669330773549169,NA
"Eppk1",1338,NA,0.796473170467284,NA
"Erich2",1345,NA,1.16607100684643,NA
"Ermp1",1346,NA,0.507388666151562,NA
"Erp27",1347,NA,0.714743923090886,NA
"Esam",1350,NA,1.04893555472791,NA
"Esyt3",1358,NA,1.55371762510904,NA
"Exoc3l",1369,NA,0.657218100580237,NA
"Exoc3l4",1370,NA,0.546234333406271,NA
"Fam124b",1393,NA,0.678170000565333,NA
"Fam132a",1396,NA,0.690387015326441,NA
"Fam151a",1399,NA,1.00609000293325,NA
"Fam167b",1406,NA,0.741487217443206,NA
"Fam180a",1411,NA,1.3265364304382,NA
"Fam184b",1413,NA,0.756862449235412,NA
"Fam198b",1419,NA,0.762814057783707,NA
"Fam78b",1439,NA,0.549860209236785,NA
"Fam81a",1440,NA,1.02029587464278,NA
"Fbln1",1454,NA,0.534385234836185,NA
"Fbln2",1455,NA,0.962676644221852,NA
"Fbln7",1457,NA,1.21913079058745,NA
"Fbn2",1459,NA,0.677545246250944,NA
"Fgd5",1489,NA,0.863650267949094,NA
"Fgf3",1497,NA,0.661711410504876,NA
"Fgfbp1",1502,NA,0.963363227830674,NA
"Fibcd1",1509,NA,0.686315658685781,NA
"Fibin",1510,NA,0.563592106679155,NA
"Ficd",1511,NA,0.556168497830613,NA
"Figf",1512,NA,0.720206211901438,NA
"Fkbp11",1519,NA,0.571997811633143,NA
"Fkbp9",1523,NA,0.681260081409153,NA
"Flt1",1528,NA,0.663088892760727,NA
"Flt4",1531,NA,0.711565959346567,NA
"Fmo2",1535,NA,1.3368352032353,NA
"Fndc3b",1540,NA,0.638074151079598,NA
"Frmpd4",1570,NA,1.29934898390347,NA
"Fstl3",1578,NA,0.97101421609265,NA
"Fxyd1",1585,NA,0.736251752327905,NA
"Fzd9",1594,NA,0.855002151415836,NA
"Galnt13",1618,NA,0.702390707751233,NA
"Galnt18",1621,NA,0.755468564375301,NA
"Gbp11",1644,NA,1.05538006863002,NA
"Ggcx",1675,NA,0.51565123450711,NA
"Ggt6",1677,NA,0.548229719386277,NA
"Gimap4",1680,NA,0.776040728248808,NA
"Gimap5",1681,NA,0.839390928087821,NA
"Gimap8",1682,NA,0.661378785319844,NA
"Gm10516",1710,NA,0.668609852482234,NA
"Gm10556",1711,NA,0.583278731723469,NA
"Gm13889",1717,NA,1.06927356884153,NA
"Gm5084",1747,NA,1.12594879654937,NA
"Gm525",1748,NA,0.970240610365472,NA
"Gm826",1760,NA,0.610331685865212,NA
"Gm973",1764,NA,0.727493498561866,NA
"Gnai1",1774,NA,0.805533279947917,NA
"Gnb4",1778,NA,0.528755502763436,NA
"Gng11",1779,NA,0.519829778595633,NA
"Gpihbp1",1789,NA,1.41405686746476,NA
"Gpr176",1804,NA,0.766696177664323,NA
"Gpr68",1815,NA,0.802634246114616,NA
"Gramd2",1825,NA,0.69987809657566,NA
"Grin2a",1839,NA,0.697379721603567,NA
"Grm4",1847,NA,0.856541492808445,NA
"Gsg1l",1856,NA,1.40581238139914,NA
"Gucy1b3",1868,NA,0.824442876995929,NA
"Hapln1",1891,NA,1.12898258696997,NA
"Hcar1",1898,NA,0.695453233159599,NA
"Hectd2",1907,NA,0.676996427138268,NA
"Hecw2",1909,NA,0.530198677089826,NA
"Heg1",1910,NA,0.911331174644167,NA
"Hid1",1928,NA,0.615203913330786,NA
"Hils1",1930,NA,0.744626957510181,NA
"Hmgn3",1947,NA,0.533457941396655,NA
"Hrc",1994,NA,0.599323711517036,NA
"Hs3st6",2000,NA,1.17222066225923,NA
"Hspg2",2011,NA,1.09204059912839,NA
"Htr1f",2016,NA,1.01770799808515,NA
"Htr2a",2017,NA,0.723129185791986,NA
"Icam1",2028,NA,0.538110978958184,NA
"Icam2",2029,NA,0.733185076800488,NA
"Ifitm5",2047,NA,1.44273674239579,NA
"Igip",2060,NA,0.636612510597748,NA
"Ihh",2068,NA,0.827176619985462,NA
"Iigp1",2069,NA,0.680226259351317,NA
"Il11ra1",2076,NA,0.553606585093323,NA
"Inf2",2117,NA,1.01544857688374,NA
"Ism1",2148,NA,0.523677309592076,NA
"Itga1",2151,NA,1.45608979324082,NA
"Itga10",2152,NA,1.17283117415305,NA
"Itga6",2157,NA,0.529322833024612,NA
"Itm2a",2170,NA,0.5282287205467,NA
"Itpr2",2172,NA,0.530901558832014,NA
"Itpr3",2173,NA,0.716333025326348,NA
"Izumo4",2176,NA,0.60835925414735,NA
"Kazald1",2193,NA,0.995046729607746,NA
"Kcna2",2199,NA,0.846106722256246,NA
"Kcna6",2203,NA,0.633979352742578,NA
"Kcnc2",2208,NA,0.700561852704115,NA
"Kcnj15",2224,NA,1.34718997249316,NA
"Kcnj4",2227,NA,0.892151038868777,NA
"Kcnk4",2232,NA,0.598231685544766,NA
"Kcns1",2239,NA,0.905739262895351,NA
"Kcns2",2240,NA,0.689589164996728,NA
"Kctd4",2247,NA,0.746120666386212,NA
"Kdr",2253,NA,0.97790294217524,NA
"Kif12",2256,NA,0.648539788410577,NA
"Kif26a",2263,NA,0.742868714637579,NA
"Klhdc1",2283,NA,0.540579246847213,NA
"Klk10",2289,NA,0.842055708958305,NA
"Krt5",2305,NA,0.719811712581353,NA
"Lama1",2318,NA,0.562452767402593,NA
"Lama3",2319,NA,1.16040728272986,NA
"Lamb1",2322,NA,0.540648731033159,NA
"Lamb2",2323,NA,0.886001163464471,NA
"Lamc1",2324,NA,0.83102221216247,NA
"Lamc3",2325,NA,1.21418422685994,NA
"Larp6",2331,NA,0.801189345444631,NA
"Lcat",2335,NA,0.908872951109588,NA
"Lect1",2343,NA,1.30619011882088,NA
"Lepr",2345,NA,0.96777339933701,NA
"Lgals7",2350,NA,1.04298877277941,NA
"Lgi2",2353,NA,0.550725486321742,NA
"Lgr6",2358,NA,1.03669737842095,NA
"Lingo2",2378,NA,0.629423942975932,NA
"Loxl3",2401,NA,0.590213037547798,NA
"Lrp1",2418,NA,0.657706947660159,NA
"Ltbp4",2452,NA,1.03398245628549,NA
"Lypd6",2470,NA,0.633508673578364,NA
"Madcam1",2480,NA,0.819196782113674,NA
"Mag",2485,NA,0.996214952970206,NA
"Mall",2489,NA,1.58893808652357,NA
"Map1a",2500,NA,0.575744336364126,NA
"Map3k7cl",2509,NA,0.801500754853543,NA
"Matn1",2524,NA,0.869435488712899,NA
"Matn3",2526,NA,1.45402084158388,NA
"Mblac2",2530,NA,0.633089558519143,NA
"Mdfic",2547,NA,0.557536418747058,NA
"Mdga1",2548,NA,0.643594133335655,NA
"Megf6",2558,NA,0.537059158770349,NA
"Mettl21b",2565,NA,0.961610129785693,NA
"Mfge8",2568,NA,0.629194482966836,NA
"Mfi2",2569,NA,1.18188225186574,NA
"Mgll",2579,NA,1.27295046163434,NA
"Mgp",2580,NA,1.45403021728482,NA
"Mid2",2585,NA,1.01112964062902,NA
"Mill1",2586,NA,0.54276199387057,NA
"Mir1249",2589,NA,0.639595682675006,NA
"Mmp14",2624,NA,0.523310364429278,NA
"Mmp25",2629,NA,0.722784113640201,NA
"Mpz",2650,NA,0.708809324179466,NA
"Mrc2",2654,NA,0.524703849590957,NA
"Mtmr10",2683,NA,0.588738104803014,NA
"Myct1",2703,NA,0.859162030244242,NA
"Mylk",2719,NA,0.826169353227708,NA
"Myom2",2733,NA,0.668765084597641,NA
"Myrip",2737,NA,0.788429631644412,NA
"Nalcn",2753,NA,0.652071895996437,NA
"Naprt",2757,NA,0.634491636773387,NA
"Nckap5",2775,NA,0.684479147927166,NA
"Ncmap",2776,NA,0.991543613087775,NA
"Necab3",2787,NA,0.617061742666811,NA
"Neil3",2792,NA,0.521038657362832,NA
"Ngef",2813,NA,0.750575502043272,NA
"Nid2",2818,NA,0.56180274237586,NA
"Nipal1",2822,NA,0.676861981311232,NA
"Nipal2",2823,NA,0.952202594485467,NA
"Nod1",2842,NA,0.547997145364473,NA
"Nos2",2846,NA,0.984995176771183,NA
"Npff",2857,NA,0.633481185670275,NA
"Npnt",2860,NA,0.5926440907917,NA
"Nptx2",2866,NA,0.782267311209737,NA
"Nrp1",2891,NA,0.972616873878243,NA
"Nrxn2",2896,NA,0.692973592091099,NA
"Olfm2",2930,NA,0.84460550387938,NA
"Olfr558",2937,NA,0.799722836764796,NA
"Omd",2939,NA,1.54122268447796,NA
"P3h3",2971,NA,0.5335942804255,NA
"P4ha1",2972,NA,0.564846484142478,NA
"P4ha2",2973,NA,0.55887002905328,NA
"P4ha3",2974,NA,0.759172009818899,NA
"Papln",2983,NA,1.45774988982906,NA
"Pcdh1",3007,NA,0.791822546705615,NA
"Pcdh12",3009,NA,1.00211382203974,NA
"Pcolce",3030,NA,0.514781411461068,NA
"Pcsk2",3034,NA,1.3237461905546,NA
"Pcsk6",3035,NA,1.22090953461618,NA
"Pcsk9",3036,NA,1.37102061521669,NA
"Pde2a",3043,NA,1.10715834665134,NA
"Pdgfb",3049,NA,0.807709339760229,NA
"Pdgfrl",3051,NA,1.10733754113841,NA
"Pdia5",3052,NA,0.588986848419747,NA
"Pdzd2",3057,NA,0.696417936335484,NA
"Pear1",3059,NA,0.605860381999213,NA
"Pecam1",3060,NA,1.04858450609117,NA
"Pgc",3069,NA,0.621909980158777,NA
"Phospho1",3084,NA,1.67002689622346,NA
"Piezo2",3094,NA,0.745047649398908,NA
"Pik3c2g",3098,NA,0.700490118999115,NA
"Pitpnm3",3112,NA,0.811349868676757,NA
"Pkd1",3116,NA,0.590502482927134,NA
"Pkhd1",3118,NA,0.763324508205315,NA
"Pkp1",3123,NA,1.58974948876762,NA
"Pkp3",3125,NA,0.684509852937458,NA
"Pla1a",3126,NA,0.891568067982289,NA
"Plac1",3135,NA,0.772032709661476,NA
"Plcl1",3146,NA,0.650555701111982,NA
"Plec",3153,NA,0.93454393707484,NA
"Plekha4",3156,NA,0.669681199148061,NA
"Plekha6",3157,NA,0.548717947850063,NA
"Plekhh3",3160,NA,0.638979978592891,NA
"Plod1",3167,NA,0.555343818973825,NA
"Plscr4",3172,NA,0.837709946709205,NA
"Plvap",3174,NA,0.871511902394358,NA
"Plxna4",3178,NA,0.513316448167908,NA
"Plxnd1",3183,NA,0.681676031190353,NA
"Pmfbp1",3188,NA,0.813088978907369,NA
"Ppap2a",3210,NA,0.699440041455697,NA
"Ppap2b",3211,NA,0.535344042132595,NA
"Ppapdc1a",3212,NA,1.15085493092387,NA
"Ppapdc1b",3213,NA,0.517476825005999,NA
"Ppic",3219,NA,0.55319408680826,NA
"Ppp1r16b",3225,NA,0.723716842175579,NA
"Ppp2r2c",3233,NA,1.53892441258399,NA
"Prdm11",3235,NA,0.512464996598497,NA
"Prelp",3241,NA,1.79843342908474,NA
"Prkag3",3244,NA,0.749726638291273,NA
"Procr",3256,NA,0.612447970848797,NA
"Pros1",3260,NA,0.51128319724153,NA
"Proser2",3261,NA,0.761629161737277,NA
"Prrg3",3271,NA,0.589051960722085,NA
"Prrt2",3273,NA,0.645355549044001,NA
"Prss53",3280,NA,0.871765930150424,NA
"Pth2r",3314,NA,0.685791063488713,NA
"Ptprb",3323,NA,1.02735802039039,NA
"Ptprm",3330,NA,0.723500587391378,NA
"Ptprv",3334,NA,1.59474384840658,NA
"Ptx4",3338,NA,0.744867697818151,NA
"Pxylp1",3343,NA,0.558783471202217,NA
"Rab15",3356,NA,0.510202491216086,NA
"Rab40b",3370,NA,0.675846727911568,NA
"Ramp2",3385,NA,1.05721596390761,NA
"Rapgef3",3389,NA,0.806698995679183,NA
"Rapgef4",3390,NA,0.788671369612232,NA
"Raph1",3391,NA,0.513605731496901,NA
"Rasd2",3399,NA,0.793298455671701,NA
"Rasgrp3",3405,NA,0.575937012018385,NA
"Rasip1",3407,NA,0.824066859971491,NA
"Reck",3434,NA,0.582424024987453,NA
"Ret",3445,NA,0.974608034477583,NA
"Rgag1",3451,NA,1.48887760300886,NA
"Rgs11",3457,NA,0.781119741158184,NA
"Rhbdf1",3470,NA,0.541839803029512,NA
"Rhbdl2",3472,NA,0.875071347511319,NA
"Rhbdl3",3473,NA,0.850853013775462,NA
