"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","EntrezID","Symbol"
"72128",2117.678030969,-0.691932340100636,0.165677747860328,-4.17640201479281,2.96156227056318e-05,0.00024633068404138,"72128","2610008E11Rik"
"108899",9353.4167639331,-0.238652971699188,0.0996629777477536,-2.39459974342936,0.0166385172821043,0.0447496409416597,"108899","2700081O15Rik"
"69944",647.39172540001,-0.413337255506707,0.119652528367708,-3.45437926046977,0.000551561125907565,0.00279470198926209,"69944","2810021J22Rik"
"236366",189.771026214973,-0.651383233119316,0.140964926178285,-4.61968693498751,3.84319487540391e-06,4.5817411500668e-05,"236366","5730507C01Rik"
"100043133",285.4060976638,-0.304469662074938,0.105669656407458,-2.8811588324082,0.00396215919952123,0.0139631526438993,"100043133","9130023H24Rik"
"243308",449.163704662707,-0.433048808189863,0.149765362217258,-2.89143377543666,0.00383488405797388,0.0135919366710512,"243308","A430033K04Rik"
"101835",187.526616449489,-0.576429425990137,0.208870333347457,-2.75933222061065,0.00579196200600256,0.0189379842345873,"101835","AW146154"
"17355",1288.73010940472,0.23137011278228,0.0887086087792557,2.60822489681825,0.00910131361706655,0.0273480850383371,"17355","Aff1"
"14266",837.69989265057,-0.935198452498119,0.249867793178785,-3.74328138333777,0.000181632634339862,0.00110917341617422,"14266","Aff2"
"16764",3698.3520200737,-1.20307685088952,0.166911841956872,-7.20797039611863,5.67919724784821e-13,9.36077594081109e-11,"16764","Aff3"
"11622",1034.64269941125,0.974235607355874,0.282412249332296,3.44842686520682,0.000563862145941041,0.00284640272941184,"11622","Ahr"
"11624",148.834418843834,0.590223962026376,0.198351462931561,2.97564016058925,0.00292377708955302,0.0108690597236105,"11624","Ahrr"
"11835",197.846838154111,1.27710406446759,0.388796718019765,3.2777429381596,0.00104640642755657,0.00470422389900013,"11835","Ar"
"93760",11655.6801619227,-0.368902824610381,0.123804303073866,-2.97973316426113,0.00288499573484843,0.0107468035190311,"93760","Arid1a"
"77044",5137.46698794477,-0.525305639727487,0.154309910644898,-3.40425640796616,0.000663444444917456,0.00325401116499782,"77044","Arid2"
"13496",1826.23640829372,0.544993508033736,0.166669807147914,3.26986419049232,0.00107599129919919,0.00481434580834807,"13496","Arid3a"
"238247",1585.78596750907,0.181217854953743,0.0606702968737893,2.98694634225909,0.00281779174339817,0.0105357849036195,"238247","Arid4a"
"94246",3890.33585881524,-0.499011822086515,0.142989530520761,-3.48986324271751,0.000483267787319442,0.00251955573621041,"94246","Arid4b"
"214855",297.883824129505,0.876028009643884,0.219248577469228,3.99529941609143,6.46125420379678e-05,0.000469211370353326,"214855","Arid5a"
"11864",3161.54950286104,-1.00751059002392,0.221181751198486,-4.55565473633423,5.22226552371818e-06,5.86395139994505e-05,"11864","Arnt2"
"17173",32.3402666366952,1.31843061530903,0.361766265908673,3.63821381678233,0.000274535464691274,0.0015687990326474,"17173","Ascl2"
"11909",2731.65027433963,-0.521071371321045,0.126061683884407,-4.13344558929502,3.57364927873712e-05,0.000287911134268121,"11909","Atf2"
"107503",1716.0604012749,1.25279677956837,0.255206517734375,4.90743837753134,9.22736333472895e-07,1.410883486568e-05,"107503","Atf5"
"71093",637.755534505833,-0.282838914328576,0.0961297890177146,-2.94220756342129,0.00325881417728728,0.0118975524302262,"71093","Atoh8"
"268319",91.1142840219612,-0.540425970204741,0.177742896364767,-3.03940280143522,0.00237047680555849,0.00915280169539305,"268319","BC025920"
"12013",2825.9660714258,-0.29261173975004,0.123626006900515,-2.36690897738546,0.0179373437168228,0.0475734155914435,"12013","Bach1"
"12014",1382.82715122877,-0.810207472797194,0.144463076833989,-5.60823489581856,2.04400489815411e-08,6.39766411153949e-07,"12014","Bach2"
"53314",96.0577304518841,1.86472538968401,0.317125133412881,5.87102329790814,4.33113393443938e-09,1.73303234445742e-07,"53314","Batf"
"74481",4.75285610900281,1.20348471753291,0.480205655997299,2.47888043360601,0.0131795478233594,0.0370495628531489,"74481","Batf2"
"14025",3400.06235514231,-0.969503426027244,0.272938993653101,-3.55324210709416,0.0003805140880124,0.00205665346126076,"14025","Bcl11a"
"12053",315.529518390626,1.23882433649124,0.262214081415074,4.72271006654483,2.32722508053718e-06,3.02977723166166e-05,"12053","Bcl6"
"72567",8656.59612500041,-0.505883898710694,0.141675235443402,-3.57075521832691,0.000355953430813837,0.00194260611725437,"72567","Bclaf1"
"320522",14.4712150020866,-2.50045814813077,0.418285898502086,-5.60437320874505,2.09009922543441e-08,6.49410846470056e-07,"320522","Bhlha9"
"59058",49.3778036214679,1.13951047696189,0.458772418999485,2.47224690547621,0.0134266748289468,0.0376242977510039,"59058","Bhlhe22"
"79362",319.742900877376,0.745153105499454,0.199112265574516,3.742303579717,0.000182341046107813,0.00111199566679327,"79362","Bhlhe41"
"242509",1503.16778029817,-0.714206552646931,0.20226463426321,-3.5311815622326,0.000413707666379749,0.00220816159660682,"242509","Bnc2"
"100072",667.331678345701,-0.917752431229097,0.133597758186242,-6.86877497107283,6.47555582701623e-12,7.50579587020474e-10,"100072","Camta1"
"216874",1531.14832778989,0.475961456395405,0.0893307935687054,5.32811107753838,9.92394292667669e-08,2.33641781863168e-06,"216874","Camta2"
"12400",5256.22819635972,-0.542430604676813,0.140824395212723,-3.85184024988701,0.000117233495433167,0.000770943257303178,"12400","Cbfb"
"212139",2049.96887695803,0.252885389012785,0.0745778229999241,3.39090442867358,0.000696623888977831,0.0033834941306774,"212139","Cc2d1a"
"71702",3539.11260767201,-0.235169565798438,0.0615325432357348,-3.82186090432987,0.000132448394998077,0.000853197513279112,"71702","Cdc5l"
"12606",804.284259160616,1.47228389911707,0.247146314886435,5.95514905028734,2.59834911918418e-09,1.14980148461239e-07,"12606","Cebpa"
"12609",318.622184855872,1.41010058456425,0.333588523544025,4.22232546051272,2.41794624768686e-05,0.000208449243214694,"12609","Cebpd"
"110794",12.9458441491249,1.93586120802676,0.469108846617703,4.07897409672168,4.52348762229656e-05,0.000349694400267556,"110794","Cebpe"
"12611",1882.92141619818,-0.287881678369519,0.0703922331513692,-4.089643501248,4.32036708876904e-05,0.00033674496796887,"12611","Cebpg"
"12615",2443.35695687835,-0.232001523953683,0.0730229806083158,-3.17708914140108,0.00148761304054186,0.00626205620580486,"12615","Cenpa"
"12877",16.4261141741414,0.985680352528878,0.301637567784034,3.26322266175131,0.00110152938480544,0.00491434738699145,"12877","Cpeb1"
"12912",3588.33464852943,-0.621249663816101,0.155896826889322,-3.98503776175693,6.74693953478862e-05,0.0004852502629384,"12912","Creb1"
"12913",897.652404888687,0.873239245569518,0.235362635061252,3.70961969401344,0.00020757080849249,0.00123894257321464,"12913","Creb3"
"26427",3343.40221749908,1.71744857579252,0.257772598417489,6.6597605222479,2.74274119946665e-11,2.54000455616587e-09,"26427","Creb3l1"
