"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","EntrezID","Symbol","abslogFC"
"72128",2271.44459787443,-0.586381163223203,0.133291298592559,-4.39938873727993,1.08556216620382e-05,0.000324571934658987,"72128","2610008E11Rik",0.586381163223203
"101835",205.821609019026,-0.510096168387285,0.186164222718641,-2.73940108778064,0.00615512325963929,0.0345466432775833,"101835","AW146154",0.510096168387285
"16764",3041.11209903223,-0.570915144266307,0.173266303101111,-3.2957434290792,0.000981616191278052,0.00930510332025303,"16764","Aff3",0.570915144266307
"13496",1933.88912761053,0.576658374516857,0.126555029157268,4.55645261916421,5.20247677261353e-06,0.000190042775997081,"13496","Arid3a",0.576658374516857
"214855",345.826359512539,0.616691257099109,0.167670595585278,3.67770965028189,0.000235337626442159,0.0032563083705916,"214855","Arid5a",0.616691257099109
"11864",2954.49343691649,-0.629318665081857,0.183959304044382,-3.42210717861671,0.000621378141666214,0.00669745909360108,"11864","Arnt2",0.629318665081857
"17173",36.9351829118566,0.976464872878006,0.267134459381573,3.64906651952041,0.000263194952289398,0.00354602396753486,"17173","Ascl2",0.976464872878006
"107503",2058.70678537744,0.785726463563991,0.224444607039144,3.49699957338,0.000470522584760858,0.00542329948919305,"107503","Atf5",0.785726463563991
"53314",106.986338781083,1.40749010355828,0.25248336294437,5.55964497534279,2.70323968933656e-08,4.214398947813e-06,"53314","Batf",1.40749010355828
"12029",555.847379595912,-0.584418333220163,0.213548888136409,-2.73784437422914,0.00618433335124719,0.0346443725983782,"12029","Bcl6b",0.584418333220163
"320522",11.9718491641638,-1.05203008147212,0.351292873286272,-3.20127944713113,0.00136818771953803,0.011803323009315,"320522","Bhlha9",1.05203008147212
"140489",2.24550696681611,-1.00033425586934,0.332483067821035,-3.39930432436128,0.000675575010120471,0.00708481396499312,"140489","Bhlhe23",1.00033425586934
"79362",347.137016737149,0.666593057332719,0.179364176325299,3.71579234305002,0.000202567900613718,0.00291973368442986,"79362","Bhlhe41",0.666593057332719
"100072",630.472570124256,-0.55670614310005,0.119415015322617,-4.661329384538,3.14173451114604e-06,0.000128172491353086,"100072","Camta1",0.55670614310005
"12606",920.96259922886,1.111566314002,0.178942213194516,6.20887037433143,5.33668190465644e-10,3.00592912055504e-07,"12606","Cebpa",1.111566314002
"12609",368.358541107146,0.989697741428197,0.263573484587426,3.74424207523707,0.000180939140583019,0.00268654620214294,"12609","Cebpd",0.989697741428197
"12913",1048.51020025139,0.588831777291877,0.200397780565168,2.93697863634977,0.00331426934709794,0.0222835799267143,"12913","Creb3",0.588831777291877
"26427",4693.0443668885,0.649545376209778,0.241595091970913,2.68508232122743,0.00725119437722942,0.0386841139690812,"26427","Creb3l1",0.649545376209778
"215418",532.080743905066,0.865648477464697,0.235323871383771,3.67327980789521,0.000239457025971653,0.0033000466696851,"215418","Csrnp1",0.865648477464697
"13048",413.520909078702,-1.03663860583748,0.215769764442979,-4.80677140652703,1.53387204125254e-06,7.56918940528084e-05,"13048","Cux2",1.03663860583748
"13134",1252.06309444036,-1.2459379212041,0.27746373642178,-4.51803311283043,6.24167248721935e-06,0.000215796929783699,"13134","Dach1",1.2459379212041
"93837",93.4942237667575,-0.927578554306874,0.285437461401789,-3.25871909060059,0.00111916423751201,0.0102366300425339,"93837","Dach2",0.927578554306874
"223843",414.885726822573,-0.929599365411567,0.249303133963956,-3.73555551533643,0.000187301251639007,0.00276455380800398,"223843","Dbx2",0.929599365411567
"13390",148.227636467828,-0.852730482213209,0.222056192132515,-3.8387910948865,0.00012364156976342,0.0019934491686418,"13390","Dlx1",0.852730482213209
"13392",106.095784308336,-0.772183655845399,0.280483635474273,-2.75891423732859,0.00579937526116368,0.0332009480115341,"13392","Dlx2",0.772183655845399
"240590",4.25770527087939,0.936690137821104,0.352391580013302,2.60256075070544,0.00925304199475833,0.0457568298698599,"240590","Dmrt3",0.936690137821104
"13654",389.147941171595,0.878511325272552,0.321376791228516,2.70935680256764,0.00674137987095654,0.0367159182553874,"13654","Egr2",0.878511325272552
"13709",1379.47560399004,0.65527125652499,0.139217207208168,4.70651632547078,2.51985814440955e-06,0.000110550861958631,"13709","Elf1",0.65527125652499
"56501",2401.79822058195,0.698480445494823,0.128719931262966,5.42602372447674,5.76233031911146e-08,7.2910180943482e-06,"56501","Elf4",0.698480445494823
"13796",1.99683363111531,-0.589350667587704,0.290088044447681,-2.57654055917307,0.00997944968521696,0.048297108355567,"13796","Emx1",0.589350667587704
"13982",94.4887667556658,-0.623215456982573,0.215319213884196,-2.89255997979626,0.00382116214077153,0.0246194667985732,"13982","Esr1",0.623215456982573
"18612",667.659183989481,-0.623608873280323,0.142701292169982,-4.36943759522517,1.24566930030149e-05,0.000363115720410087,"18612","Etv4",0.623608873280323
"14028",57.0133628914968,-0.863148161173199,0.32126225590099,-2.70852179657477,0.00675836726715561,0.0367854896670212,"14028","Evx1",0.863148161173199
"14029",195.175423485144,-0.856004279694519,0.283590898966272,-3.02946975431315,0.00244983432438296,0.017950716381893,"14029","Evx2",0.856004279694519
"14281",11335.6832940645,0.793278886785867,0.283231585516821,2.79062151687796,0.00526069486624897,0.0310642519646849,"14281","Fos",0.793278886785867
"14282",3952.69138676786,0.812237955556349,0.295339957856921,2.73713101256929,0.00619776048918133,0.0346633875405494,"14282","Fosb",0.812237955556349
"14284",1467.70171687531,0.751027653529609,0.188379961429561,3.98502094407108,6.74741740334239e-05,0.00126277229667483,"14284","Fosl2",0.751027653529609
"14240",6.80605593130241,-1.33541114317752,0.351339414590378,-3.68108204998195,0.000232246246653055,0.00322613501416785,"14240","Foxb2",1.33541114317752
"15229",80.7604364732049,1.29441245003436,0.326492834485312,3.91410148546508,9.07414676574997e-05,0.00160621107320975,"15229","Foxd1",1.29441245003436
"14106",25.9085065278383,1.13315746240187,0.342473994535099,3.25941715251158,0.00111641381613276,0.0102329142485533,"14106","Foxh1",1.13315746240187
"14460",111.63646889101,1.178744134355,0.324510723715349,3.5916504677464,0.000328590369799288,0.00413365738261194,"14460","Gata1",1.178744134355
"14461",1868.62424487459,1.3899636844876,0.310215867871679,4.4360490790122,9.16249668084076e-06,0.00028518066763665,"14461","Gata2",1.3899636844876
"14581",108.325689416611,1.40191316677649,0.329587281114926,4.19084804983389,2.77913740676387e-05,0.000653996202958273,"14581","Gfi1",1.40191316677649
"14634",7291.81244933199,-0.709198587536362,0.196271813472176,-3.61531863263875,0.000299978430586022,0.00390307256070233,"14634","Gli3",0.709198587536362
"100044193",94.2664799634379,-0.705243708588112,0.178301581875296,-3.94936829194246,7.83577115095032e-05,0.00143267434624862,"100044193","Gm20939",0.705243708588112
"380850",287.646349652033,-0.597137246991574,0.228269582974729,-2.61725887907482,0.00886390876371027,0.0445260963530337,"380850","Gm5141",0.597137246991574
"15242",263.195902517126,0.680472520814393,0.167440931992236,4.06383367824246,4.82732297805506e-05,0.000998695337912552,"15242","Hhex",0.680472520814393
"16656",137.909493486147,0.668138971268471,0.15690769522628,4.25901622044436,2.0532857213224e-05,0.000528796784365935,"16656","Hivep3",0.668138971268471
"15364",6762.23041776643,-0.907101600182725,0.256527259758328,-3.54610117010359,0.000390976072906801,0.00471466381838788,"15364","Hmga2",0.907101600182725
"15354",4477.65600120552,-0.650973285157401,0.119560931104322,-5.44484251609891,5.18512394591199e-08,6.65716538379186e-06,"15354","Hmgb3",0.650973285157401
"15400",395.976591955225,-0.57544223630716,0.21446814205578,-2.68430959334866,0.00726797692568732,0.0387618036345224,"15400","Hoxa3",0.57544223630716
"15402",372.284741128932,-0.634590980432466,0.219705668272853,-2.89003500234842,0.00385198934090844,0.0247459845039008,"15402","Hoxa5",0.634590980432466
"15405",1771.57666269266,-0.597402053017984,0.134852095321948,-4.43012609482109,9.41780045348987e-06,0.000289005648011224,"15405","Hoxa9",0.597402053017984
"15416",92.7286576773127,-0.575797209012865,0.198205630026787,-2.90134262625668,0.00371567363045022,0.0241726442851309,"15416","Hoxb8",0.575797209012865
"15417",250.94673926082,-0.576129898100848,0.193628939002727,-2.97522700402644,0.00292771808289851,0.0204075390999964,"15417","Hoxb9",0.576129898100848
"15431",2284.70461247693,-0.641603302852135,0.208264941188666,-3.08259036384335,0.00205207416798454,0.015882653832969,"15431","Hoxd11",0.641603302852135
"15432",1635.35649771611,-0.819769395102401,0.228348433741303,-3.59446030433005,0.000325064699171694,0.00410161212026232,"15432","Hoxd12",0.819769395102401
"15433",5115.74838777467,-0.991704823322259,0.268423175413578,-3.70948722303626,0.000207679437023133,0.00296816098061322,"15433","Hoxd13",0.991704823322259
"22778",1246.09766540177,1.20101366759037,0.288338174525155,4.14149606747777,3.45047790076887e-05,0.000770444944057867,"22778","Ikzf1",1.20101366759037
"16364",114.867987157226,1.44312798134018,0.307123949132548,4.65640618170167,3.21776807762065e-06,0.000130663833496126,"16364","Irf4",1.44312798134018
"27056",561.757962038328,1.19192085991279,0.263049006605644,4.51591377156422,6.30443158893521e-06,0.000216270491108837,"27056","Irf5",1.19192085991279
"54123",75.6917366285185,1.05074817798272,0.240669003475005,4.3605684258376,1.29725006318393e-05,0.000374401377739745,"54123","Irf7",1.05074817798272
"15900",612.827032038308,1.26639503091967,0.266423270865531,4.73511221778608,2.18933928684801e-06,9.82726305595197e-05,"15900","Irf8",1.26639503091967
"64379",177.465104020994,-0.609610862950864,0.228575693757738,-2.66727324131866,0.00764694727870602,0.0400610100310488,"64379","Irx6",0.609610862950864
"71597",5.06095042114842,0.981780454390874,0.34957995415698,2.77046692674044,0.00559759846383996,0.0323963098366289,"71597","Isx",0.981780454390874
"16476",8543.20313674206,0.69058786488298,0.236746308552062,2.91336047194355,0.00357561586533445,0.0235332938652864,"16476","Jun",0.69058786488298
"16477",2524.14520450585,1.02882134816615,0.317849224256238,3.20672365732413,0.00134255896129486,0.0116251327479853,"16477","Junb",1.02882134816615
"16478",8600.09537488855,0.57461713302876,0.207107014853261,2.77296924342527,0.00555473704579986,0.0323088819309498,"16478","Jund",0.57461713302876
"16598",1627.72181579052,1.27519830365805,0.303569447169023,4.16638479967499,3.0946816516457e-05,0.0007110031094656,"16598","Klf2",1.27519830365805
"16600",3235.08600705377,0.863943579564449,0.238762116197438,3.61265303127045,0.00030308013070489,0.00392296676222245,"16600","Klf4",0.863943579564449
"12224",351.038933052108,0.778056148786412,0.269541680611831,2.8791571239455,0.0039873962002854,0.0253824006756046,"12224","Klf5",0.778056148786412
"23849",5335.21866201764,0.630260127874884,0.20136986334465,3.12821463713968,0.00175871697860638,0.0142368832468456,"23849","Klf6",0.630260127874884
"16870",1134.57058839044,-1.06447677668843,0.262253582660547,-4.07341459191092,4.63288458183196e-05,0.000972293241386633,"16870","Lhx2",1.06447677668843
"16876",1484.09986219143,-1.16495620036456,0.292130694596465,-4.02047342133182,5.80813022718298e-05,0.00113656544783613,"16876","Lhx9",1.16495620036456
"110648",56.9948467493777,0.855757304732328,0.246414211083347,3.47070083316813,0.000519101993878061,0.00587837435845771,"110648","Lmx1a",0.855757304732328
"16917",744.663075188014,-0.690568114011139,0.184112861111557,-3.75145941773184,0.00017580821307882,0.00263275060769234,"16917","Lmx1b",0.690568114011139
"17002",70.7041999668057,1.62868687136115,0.347587134946802,4.60265808915935,4.17132713879078e-06,0.000160430711829132,"17002","Ltf",1.62868687136115
"17095",647.455623689715,1.17516757671592,0.253184909003939,4.62876960437535,3.67844739863922e-06,0.000145975840971908,"17095","Lyl1",1.17516757671592
"17132",3858.11345526013,0.714674671060696,0.187934562974575,3.80118833001452,0.000144003793681102,0.00224446588412335,"17132","Maf",0.714674671060696
"17135",391.990232871963,0.596826571769027,0.134601407628239,4.43426611793406,9.23864520709285e-06,0.000286292833067825,"17135","Mafk",0.596826571769027
"14013",3152.40321641304,-1.06617909204821,0.275774131099186,-3.88598558308342,0.000101915555043677,0.00173614390889527,"14013","Mecom",1.06617909204821
