"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","EntrezID","Symbol","abslogFC"
"20672",495.469672406733,0.921906134469107,0.229307324251456,4.06967701951651,4.70783575398771e-05,0.00075487400827803,"20672","Sox18",0.921906134469107
"223227",13.8633293500828,0.705289675798082,0.263205526542244,2.86419176499133,0.00418074824960626,0.0288320352148011,"223227","Sox21",0.705289675798082
"20677",6399.81638981699,-0.503586858059938,0.0994327077368071,-5.064083434652,4.10369904021101e-07,1.34955373141998e-05,"20677","Sox4",0.503586858059938
"20680",326.64404148268,1.06304227111709,0.217511973854238,4.92419487478051,8.47083890816231e-07,2.48379213579892e-05,"20680","Sox7",1.06304227111709
"64406",199.553241542441,1.86765616804011,0.235285031205177,8.08049814588797,6.45027383989394e-16,1.30503391370761e-13,"64406","Sp5",1.86765616804011
"170574",215.896198341209,1.60213956663157,0.234241306598573,6.94319682073492,3.83324761829409e-12,3.92019689353832e-10,"170574","Sp7",1.60213956663157
"381373",144.689395939788,0.550489284719603,0.203502206069172,2.70764819277817,0.00677618107058754,0.0415387824984993,"381373","Sp9",0.550489284719603
"20849",34.5815193241496,-0.882405537727376,0.240772947218877,-3.64424600070526,0.000268176827926992,0.00321505486632703,"20849","Stat4",0.882405537727376
"21350",11.2848558917044,0.68529290823038,0.263757757595519,2.75121553962946,0.00593745621241231,0.0376780233047973,"21350","Tal2",0.68529290823038
"21386",2354.69254967446,-0.571828115656133,0.167401350687861,-3.41787680639262,0.000631116662814227,0.00646615068339659,"21386","Tbx3",0.571828115656133
"21416",1889.27610369654,-0.526652729973508,0.11804593051368,-4.46026756685455,8.18573925991882e-06,0.000176921673798142,"21416","Tcf7l2",0.526652729973508
"21418",750.963329971997,0.808823159801606,0.193063768171516,4.20117874366052,2.65528839321987e-05,0.000470269238976596,"21418","Tfap2a",0.808823159801606
"21419",2227.18696268137,1.01912998968793,0.191086708057501,5.34757857065346,8.91387197998259e-08,3.62872477787058e-06,"21419","Tfap2b",1.01912998968793
"21834",47.8078173229146,0.624289431605899,0.203430665369299,3.06619644740121,0.00216800821643766,0.0172167773703089,"21834","Thrb",0.624289431605899
"22061",301.053815237368,0.833824512700635,0.264857917702771,3.44078122413526,0.000580037319475258,0.00604623115117404,"22061","Trp63",0.833824512700635
"22062",92.8242950599721,0.767631103052049,0.26163344315258,3.3411877798576,0.000834207820956489,0.00806416920638746,"22062","Trp73",0.767631103052049
"13345",3050.22287806021,0.791086098210051,0.17413845430151,4.55163755472393,5.32299781647603e-06,0.000122633680464198,"13345","Twist2",0.791086098210051
"24113",21.9249361903766,1.08531663009949,0.2602081685958,4.24311511559631,2.2043828540712e-05,0.00039969631598359,"24113","Vax2",1.08531663009949
"22337",61.6803646543349,1.19064251805229,0.234900173619437,5.09996153236597,3.39722517871675e-07,1.14414178107304e-05,"22337","Vdr",1.19064251805229
"22431",125.778200177889,-1.52908295339215,0.22717191269627,-6.67223187141716,2.51942081554647e-11,2.18941585069147e-09,"22431","Wt1",1.52908295339215
"75580",1025.78243517268,0.659884283379321,0.125069571411808,5.27768333576082,1.30827289136708e-07,4.98810934357353e-06,"75580","Zbtb4",0.659884283379321
"24136",2953.56923533205,0.718188520816686,0.15057403972567,4.77186344810321,1.82529243147341e-06,4.86705956449477e-05,"24136","Zeb2",0.718188520816686
"193452",417.494772275186,-0.530105476090159,0.120671345091365,-4.39257976162632,1.12013514581758e-05,0.000229108617873811,"193452","Zfp184",0.530105476090159
"238803",60.8158049449448,0.835215225593953,0.240668579680159,3.49448828653667,0.000474971451378806,0.00513618387010015,"238803","Zfp366",0.835215225593953
"94187",2246.89927490809,-0.51884371844136,0.119753969853387,-4.33217461115824,1.476437725312e-05,0.000287605267467281,"94187","Zfp423",0.51884371844136
"243937",180.469905765326,0.603674564322161,0.185847228239365,3.24933260516979,0.00115676137632545,0.0104037900516279,"243937","Zfp536",0.603674564322161
"381405",51.3499291922998,-1.03740540777126,0.212408809536792,-4.86864936203694,1.12363578355427e-06,3.183381648948e-05,"381405","Zfp663",1.03740540777126
"319530",50.9282970070736,1.12661932638973,0.262265346108972,4.46911527626107,7.85437945230412e-06,0.000171082665161097,"319530","Zfp750",1.12661932638973
"407812",80.4447437938575,-0.75161935725314,0.210806060179472,-3.55752189863139,0.000374369900472511,0.00425690303099997,"407812","Zfp941",0.75161935725314
"22762",241.27237022824,0.731083009226692,0.158415299161601,4.6138811548509,3.95218467260511e-06,9.56508532885034e-05,"22762","Zfpm2",0.731083009226692
"65100",29.8920072546783,-0.837003014176683,0.255668528594622,-3.23930566116241,0.00119821089964704,0.010706920211106,"65100","Zic5",0.837003014176683
"22775",853.203261108014,-0.54993541415365,0.134476759391754,-4.088318301862,4.34511684857262e-05,0.00070822448769932,"22775","Zik1",0.54993541415365
