"","e11.sample1","e11.sample2","e11.sample3","e11.sample4","e11.sample5","e12.sample1","e12.sample2","e12.sample3","e12.sample4","e12.sample5","e12.sample6","e12.sample7","e13.sample1","e13.sample2","e13.sample3","e13.sample4","e13.sample5","e13.sample6","e13.sample7","e14.sample1","e14.sample2","e14.sample3","e14.sample4","delta_max_min","min","cluster"
"Pm20d1",0.776049344824538,0.88399388847376,0.847156242298546,0.890763652583551,1,0.342059711996466,0.330135859442366,0.491783185761925,0.286014745930766,0.311295557955434,0.326392405666063,0.352849881636943,0.125774006882706,0.116019044787454,0.0792059740732921,0.102325100846616,0.127589175979927,0.0258930230425919,0.185812899269177,0.0083753911103381,0,0.0894420448157861,0.167248687279429,3.36139114347327,4.59645478833009,16
"Pmaip1",0.809853237852789,0.961403024850306,0.951658800313684,1,0.962703342789761,0.440441833680536,0.404087036593531,0.413740299989599,0.364729549620264,0.118356183284101,0.217146456461631,0.23922757657048,0.117587940723322,0.181022601903843,0.239139301311587,0.068043321909085,0,0.0786571335221718,0.34645086286978,0.0895668024333223,0.111902296314577,0.192399964122066,0.161085713186622,4.21847145482692,7.74938791476691,16
"Trim71",0.842879545484561,0.969649017416569,0.942612221771526,1,0.938288661093465,0.485121905983825,0.4442072590288,0.542515663113979,0.44329566069454,0.269706703214411,0.28826537368538,0.276718565224899,0.0902029065686992,0.167259733750653,0.171999242431568,0.172753466545579,0.157849572450937,0.29019984472717,0.439401264520005,0,0.0632702362437509,0.232139410337254,0.139880937592451,4.61987570045172,4.94425056632389,16
"Chrdl1",0.869830531843519,0.933983231033061,0.942489364929351,0.948144568714125,1,0.73319279010721,0.586750387625028,0.530842640397608,0.412948377791787,0.378872129307682,0.538788759522454,0.524216143842646,0.186503032280777,0.263292957357438,0.155454006983146,0.176008940159062,0.198591622796673,0.0658186879057552,0.253531326192125,0.028682911825918,0,0.115536290143755,0.157459468207729,4.05184482691507,7.85883811990093,16
"Gdf7",0.798527047942565,1,0.984695657132747,0.856542624624605,0.885877980119359,0.663523890972823,0.683917843687515,0.643526618768461,0.530880415183045,0.396169719929168,0.329232957071562,0.0476893870051995,0.136626548950858,0,0.115226703727313,0.121475413635127,0.0897469900273563,0.0918343309823778,0.200722306201969,0.104714376080201,0.156459407278332,0.0945718734185706,0.0495140836845281,3.03035110038688,4.15188046668428,16
"Anxa7",0.789376823038387,0.81976968216474,0.7961006470263,1,0.702761453994775,0.500306857208253,0.36037140554841,0.583221036185042,0.0361441887737635,0.369673587488572,0.220304457683618,0.0894653657113008,0.230118286167942,0.193783082580538,0.323998443196398,0.0317950303856607,0.349810025513744,0.219167113683946,0.335376347830455,0.0353737539744884,0,0.0313048230759975,0.0659834214724073,0.551664919296179,10.3068617597146,16
"Bex2",0.91982090146395,0.965985427423095,1,0.97057395592826,0.930671794896915,0.731142090450178,0.642776860336847,0.662990443458484,0.568084363755616,0.404944032666186,0.535443825679262,0.420612555871643,0.153835912698194,0.206705141632442,0.29094900810081,0.190863985198305,0.244347592651217,0.214078608276229,0.42025067904374,0.107569005963369,0.0257136379062316,0,0.0850929426168435,2.94459791159476,8.52416756230118,16
"Blm",0.87067461765153,1,0.985767925067028,0.959146365188237,0.927628891560341,0.599469581099989,0.446467516972024,0.50070055081472,0.333469846012331,0.318717001979814,0.321067989195072,0.317339868955587,0.145583758955362,0.157167079672183,0.187209309751975,0.204017197197792,0.236172769872259,0.138339234513669,0.213560022223686,0,0.00104235351520598,0.0628990603800857,0.0377635650867763,2.37301623654636,9.94889879551454,16
"Bub1",0.94445863802267,1,0.976056891330777,0.984543267087482,0.960224365776887,0.602109393702317,0.501177596215277,0.519890551991596,0.391472245775321,0.310403383737474,0.3687291619905,0.336667277519999,0.201889516972203,0.242544781663784,0.219611258908158,0.214924517701419,0.18359797945312,0.167798402519183,0.254611894615427,0.0498054718999134,0.0272194371576057,0.0478187008490477,0,2.33603767899087,10.6608332584698,16
"Bves",0.975122621798413,0.949417690863986,1,0.973589236863396,0.947315915630521,0.878694629200191,0.804454446605796,0.747906706251655,0.487670527454671,0.187952816628796,0.390907305842987,0.290842739619702,0.228875566066881,0.190169905475441,0.0518705522203054,0.300890876760393,0.26173150627699,0.0996837219728236,0.482954236358817,0.16273371351112,0.111215583775965,0,0.0908463253749307,2.46632421301344,6.24309657802546,16
"Cbx2",0.929153746757512,0.995499878843633,0.996674758433977,1,0.947749806831074,0.646631763284375,0.566495065141151,0.635361827838002,0.540147528184492,0.392783735331637,0.429236564982829,0.362721800182557,0.17235562047417,0.142463209991969,0.23826227871526,0.216107145417287,0.267014895164201,0.167728761896884,0.377053149395314,0.0741058480510383,0.000170921710054432,0,0.0597257931386859,3.08203687239005,10.5622500423879,16
"Ccnjl",0.839555186041401,0.990359270527661,0.947700103481836,1,0.970550780139603,0.556902310245324,0.499094347009545,0.553529449077914,0.487334837390383,0.446806039077846,0.358512983569151,0.381108448431281,0.264522060775505,0.244037185950656,0.309274251966724,0.238457335057873,0.340949009810323,0.234797829627244,0.354006889432027,0.0287935108319639,0,0.1366040121658,0.190784703016914,2.95780038618132,7.76158978873078,16
"Cdc14b",0.853772022527403,1,0.989387103831481,0.996341737270071,0.965148790652972,0.657798490365037,0.519805159780337,0.578114036281025,0.396291455502699,0.396652923777318,0.379489840383459,0.390839334599334,0.203343737831804,0.221078466805566,0.2255128987529,0.238050839118519,0.301863503551458,0.104082116938522,0.19860075920828,0.0492661801143569,0,0.0837296086380114,0.0954194379208815,2.60115475212582,9.28482623057374,16
"Chek1",0.901934210693017,1,0.967014552796238,0.980885713622853,0.956604988224501,0.69934049145402,0.557601274519356,0.559229199204046,0.385503731654917,0.376383911260345,0.432964295586562,0.363979499000718,0.162284389887609,0.218944731006738,0.256707532925105,0.22443609899009,0.25611459850674,0.144166138347969,0.273936027360285,0.0416715218272774,0.00926224914565403,0.0371266586980465,0,2.37726532120175,9.6054044232636,16
"Chrna7",0.842533613431496,1,0.981060119957112,0.989239035591144,0.835998505119274,0.718140310646286,0.45953345024118,0.59159263904016,0.399773402484297,0.398575437004118,0.35903927053103,0.259089102339239,0.110564101680321,0.130869716084536,0.147064226556885,0.225503038976284,0.158140205018934,0.20669297858245,0.341018466891459,0,0.0186107025532795,0.197030057770978,0.0270922656117472,2.31903335822771,5.80484028929858,16
"Cnot7",0.931182726666346,0.975714952992758,0.992572418817541,0.982783360256941,1,0.770036157073492,0.628865886143515,0.529543503964372,0.376208194687116,0.399813997847808,0.486852764328644,0.449704894210039,0.20162710229085,0.278626294403236,0.258249562143479,0.2404862451256,0.27016087464569,0.124775052292346,0.270984586549356,0,0.042329904313502,0.0856921249962379,0.0885830157291689,2.37122998128043,10.5673051556063,16
"Crb2",0.932646471744758,0.957147673520705,0.950489928771383,1,0.791644613486328,0.509671692180654,0.795141050798991,0.740974665955937,0.422802083375665,0.250424908090978,0.20975525193434,0.0911988529437364,0.0196794554920828,0.0739139482368519,0.121708101355479,0.254932917032406,0.251109840629875,0.352713328748315,0.725120465612441,0.0851988531734118,0,0.277572320587706,0.149881903304824,2.58339658263317,6.10130844184553,16
"Crmp1",0.783994008912944,0.924315615391167,0.886670656964023,1,0.816371079947819,0.559964979424185,0.503371702261995,0.525232866448654,0.614896656257602,0.498905951589908,0.363423564393678,0.348125412102566,0.302969816641742,0.25753684692194,0.333688502723155,0.302198544522802,0.392810660015033,0.393524557166401,0.252725210870066,0.0987529545790685,0.00244884766389131,0.0318274259642329,0,2.82146406503557,8.25309683744738,16
"Cth",0.857071703617504,0.96690800277525,0.909752835305744,0.953432495677008,1,0.620274193573304,0.513064924276881,0.522431858000128,0.389929242766076,0.421858101706693,0.393641846708412,0.300741892892713,0.0449333713519721,0.184677547762773,0.144390609037662,0.150006064014879,0.0934243974568519,0.174839045450418,0.248904255637469,0,0.0247326630814077,0.129046772522452,0.109877008841716,2.76019316581131,6.8596982409341,16
"Dck",0.84344181916622,1,0.969368563119153,0.989745457314286,0.939301102667338,0.654963846599227,0.558054918611246,0.49959039083253,0.368427916024635,0.333529667527375,0.409596505552021,0.351413756806606,0.0945878186385445,0.168545874172422,0.183238062570739,0.168101646120496,0.140695075123033,0.116129340786832,0.28895629598683,0.0176490001326581,0.0215965188659875,0,0.00540716560532624,2.43095863596176,9.7972091192087,16
"Dgkk",0.866076983797284,1,0.945337774427692,0.922842514700163,0.863322525279124,0.716721978235578,0.579077435395214,0.62566275075749,0.383193862554914,0.364414285121493,0.236621238747475,0.282118758983188,0.0656695704222637,0.0603530180167328,0.0529745856630093,0.30896621283889,0.296621784680595,0.123841434171497,0.234558100159774,0.159639628270578,0.158052742956962,0,0.00870290651308495,2.89294364687745,6.58787095709989,16
"Dicer1",0.781321779553344,1,0.978576407449998,0.924886488466295,0.909562611357766,0.573782304184293,0.453889422409612,0.521939043320357,0.362003667016892,0.336729090994023,0.388607807758023,0.343519760887602,0.151328262970873,0.163526535110851,0.160921614046752,0.236969989096886,0.239558771228351,0.109835871889884,0.240387829983215,0.0704148340697388,0,0.0896748345049946,0.103129548466149,2.72120222359414,11.5879528186227,16
"Dna2",0.890305858718009,1,0.987773694381821,0.994130481467408,0.945102090496423,0.554217834113101,0.450392453861417,0.481766173503274,0.415577994074738,0.307811416527843,0.384678367204338,0.33353048569477,0.168495504083728,0.176943121083681,0.252302579840931,0.17396441901001,0.202933037134842,0.0906537328575664,0.355605561534239,0.060574303932052,0,0.112262846364154,0.125194817171323,2.46844883051216,9.60367324540485,16
"Dpf1",0.939675057473086,0.964520106509242,1,0.97449809821109,0.919713482688816,0.641602179399278,0.538889959592969,0.681839373755652,0.491340789262737,0.320742156380481,0.453507057639149,0.313670356125206,0.197057222109546,0.159600496282346,0.24666404614412,0.240798566715438,0.301943672494952,0.165933860715949,0.268582398548866,0.114002175476224,0.121411434158367,0,0.121797891861168,2.46250539232234,8.02229169332709,16
"Dyrk3",0.94326321436427,0.957068275632734,0.888067305555573,1,0.894920281882013,0.716600553163712,0.562590752095291,0.508523910595459,0.651774745102865,0.321354488130309,0.324878868631167,0.3659475701041,0,0.0129962184880425,0.28456577141577,0.0991966743573227,0.190575956551078,0.0494653551189057,0.597430231211564,0.189109269301705,0.0350083896784889,0.11757014089328,0.0502024111038445,2.27022995685316,5.76187331085965,16
"Eldr",0.885693017545233,0.944960962698187,1,0.909518287434904,0.841387887605015,0.547964887067296,0.475334010916278,0.452874152615717,0.247471053027031,0.27166188568565,0.280669237639346,0.351459417859795,0.180984963714585,0.339183476279127,0.301226274975561,0.322777936264672,0.353602681844915,0.0279506753110989,0.147029068137649,0.0314237139948966,0.178014099008525,0,0.0269557838686947,2.35008075297541,6.48741666217314,16
"Elovl2",0.901417507707173,0.969330689451669,1,0.98537326161501,0.969631763710716,0.622496017917176,0.590737820904002,0.589420420776758,0.51678203451771,0.407077128702622,0.412731257196098,0.386526356546812,0.227493771486687,0.245524900289194,0.242024149618154,0.268784276083235,0.212709053653643,0.165227010353789,0.292459837515161,0.0642935387686767,0,0.0187475161304049,0.0524050769688364,3.13236285174129,6.65124384931933,16
"Eme1",0.912721545057279,0.996644590973495,0.994032065934255,1,0.977970026832598,0.483322399360903,0.428944463512814,0.488581334817927,0.437284657756371,0.284620085580968,0.341940678767508,0.280314180433592,0.155900989469963,0.186767513411818,0.215046139338354,0.194864120677199,0.208518897847115,0.0916721563391339,0.363038576567302,0.0666813464790474,0.0299922499973766,0.0354947545563484,0,2.4815326446091,8.77812583888165,16
"Exo1",0.863127046348884,1,0.953169090931649,0.944862351273303,0.922991345053849,0.506607588076683,0.358280651714243,0.498931267272878,0.436305683215111,0.356395849139633,0.326558274598666,0.287523519834586,0.130384094242057,0.132239245528756,0.209291126992589,0.196936389207199,0.193555717840977,0.147577194896342,0.282274593743801,0.0529339799541039,0.0300815054808476,0,0.0233638510679679,2.45866842422196,9.59852398042815,16
"Eya4",0.962110936585612,0.996449944717285,1,0.811452939959985,0.916720990258636,0.798892996654748,0.673155115589937,0.71569106434026,0.417469965887175,0.400255068490691,0.483525435525748,0.459147401955091,0.199686191695073,0.254239126723822,0.24842366195608,0.249877450842235,0.249249065413152,0.142172920198621,0.32794092467568,0.127422224248748,0.0667733414475974,0.0282092569035327,0,3.17894430205011,8.63659251228453,16
"Fech",1,0.873741050717053,0.958647572623767,0.892785442906497,0.851945059488033,0.593279764429458,0.421634265784809,0.385416302338882,0.0617772501623891,0.354356411895337,0.637995946562048,0.452700592258337,0.127125148511357,0.238137780789348,0.294454758562137,0,0.24182978080117,0.185247634930928,0.00884973067991881,0.437922050739888,0.623989850745564,0.250445380385859,0.0947178883202597,0.904091322021415,9.98118352290131,16
"Fubp1",0.893848796691253,0.984356797432457,1,0.952694034576084,0.977488413608169,0.701686181235812,0.541084091662415,0.508240504874128,0.341186037202384,0.383213550845289,0.443987652780094,0.42118530648229,0.187949695575699,0.259573375805122,0.240377595839066,0.219065873703371,0.249887007808447,0.12375070489478,0.210190297019812,0.0273450531596728,0,0.0932883046368706,0.082881745829576,2.40888637689564,12.5490079321261,16
"Gja1",0.842000833551972,0.984860058730835,0.976113552468005,0.993231219828629,1,0.595146648115783,0.501235799472003,0.500468222564599,0.355468985430452,0.491998294204109,0.437390862866657,0.400401964251341,0.200606139575425,0.23751785602989,0.275852843575248,0.195510927558001,0.273947203356419,0.161608115016408,0.156161408158483,0.0635325060631635,0,0.087229860037647,0.15405187639357,2.69850472036176,11.7204940051522,16
"Hells",0.844488817756223,1,0.983324441399651,0.980481957135567,0.944130143968048,0.703935823437921,0.538253709687756,0.538594209496053,0.395866534726793,0.375953638548082,0.38234220933515,0.382628564420597,0.182540248856494,0.218598715641598,0.2359323333433,0.25100097195314,0.241905492368444,0.120997341801649,0.258491328143711,0,0.0565902875119462,0.108203141526664,0.0296370665318193,2.44167011736459,10.4139381914496,16
"Hipk2",0.702461434555686,0.978118431620969,1,0.901282680400531,0.875478865104736,0.559953377649439,0.431028171424273,0.671183822675883,0.384997260530763,0.308318204703089,0.295818781557832,0.374862689985727,0.117125148970313,0.00692456219988108,0.125689621053179,0.218764747705216,0.0281937203301575,0.000187364305546998,0.209352878891528,0.117868429735972,0,0.0998994014682315,0.133803242491114,2.78463673763635,8.96971719358109,16
"Igf2bp1",0.820099001608317,0.989555614251353,1,0.945992589151833,0.904109532619257,0.524955410703215,0.449659051243204,0.5126167152319,0.41980296354895,0.280517398007172,0.307206115084742,0.318956976306722,0.137016867435117,0.139102402853198,0.174377755842593,0.171342396077319,0.180343695790322,0.0858231975156347,0.293056915803313,0.0356744169865602,0.00535329247175534,0.0260231903565148,0,2.77734514542784,12.0031290514969,16
"Klhl3",0.804268301224812,0.907477993361426,0.904040274520824,1,0.758745741929917,0.588869134084147,0.495219555303922,0.440183694672535,0.424831470305578,0.406469851271964,0.523215042928494,0.378433268201199,0.261454696446905,0.251263432871527,0.229340515661644,0.230722305108452,0.297071980462492,0.286632970399273,0.207867201760375,0.177894002892559,0.141573565909558,0,0.146478845856658,2.46493884993602,5.36271271091732,16
"Lck",0.969242002898309,0.924983488987325,1,0.968310450600287,0.87935708189528,0.652949386695659,0.560414834223026,0.65888934794836,0.578182356588785,0.478607823362511,0.488083040310332,0.431667482408926,0.163364506526341,0.141725360431193,0.331905379063127,0.18528976257944,0.263148334948203,0.17295103199399,0.436135475871839,0.0615523729836776,0.0213226272545177,0,0.211160444026674,2.44861483419957,6.61604085608075,16
"Ldhb",0.897720852565638,0.964660982623673,0.980373237109666,1,0.980503089517134,0.69609846707211,0.60908838222696,0.647115013816639,0.548865763307665,0.453458017291223,0.565929202091688,0.408930678186368,0.150701837391461,0.17694492568693,0.285937617087693,0.174632699977249,0.244613642567023,0.221957528446554,0.440025558545654,0.020159354492514,0,0.0665430611965123,0.14689566947699,2.94002591968716,10.3679395891211,16
"Lix1",0.82717897899534,0.989629516021762,1,0.968494816017291,0.91669431821372,0.604055184903799,0.551877138456848,0.526864363655368,0.304248040512611,0.296315093303159,0.124762314558792,0.204703754404698,0.401734089783528,0.344091357636301,0.252317464177314,0.308435515531697,0.29358297310586,0.273821207483306,0.165589634802925,0.0922406946258096,0,0.213750255408118,0.0859870526283136,2.87461766189389,9.69979119330423,16
"Lpar2",0.830025088708441,1,0.991053212638715,0.988403869783404,0.964646851721278,0.610237527792612,0.544652442482162,0.595331268794689,0.493738917167682,0.392155781156132,0.516432668925505,0.455282099458054,0.12646631409881,0.1536993540985,0.28673753051482,0.159766593260958,0.273328642002225,0.238874848300995,0.367047443113387,0.081048050346235,0.0161642011157737,0,0.132560651652731,2.8593331368082,8.15937918558986,16
"Map2k6",0.86441284564331,1,0.994963602727608,0.967461650920486,0.970892461942605,0.71032978064982,0.599544592162739,0.628124218270498,0.448008519097267,0.439467770376108,0.479057040768167,0.418982070017257,0.250842068958836,0.227166024198298,0.33006537712774,0.186925745956195,0.209896556426315,0.192154518615888,0.288600221848957,0.0760450643484209,0,0.133529672365322,0.134325097308202,2.73134088055719,8.81836720321394,16
"Mapk6",0.865002667969432,1,0.999237918886033,0.977884821555875,0.958691502408047,0.719014109945952,0.606108979986772,0.600256457608375,0.448884765751642,0.350611974132707,0.440986195256293,0.400847369350646,0.153917046147948,0.174337913422436,0.198935029366925,0.18765251020157,0.201128469059617,0.149872843237933,0.326674417680295,0.0761312764939918,0.02415060190877,0,0.0141128706540891,2.56029767831961,11.187341650492,16
"Mcm8",0.865460761992982,0.953548443548713,0.900349997072345,0.930231745378107,1,0.56384829927363,0.496461575135908,0.552197014989754,0.433575747019409,0.319589575686737,0.362541712181034,0.362391798675246,0.169393074623703,0.227141361157463,0.17959732011617,0.239994521974788,0.28704145240915,0.194294667339265,0.230768787340357,0.119645635459749,0.0270624495477837,0,0.0158782981379475,2.52699689439399,8.49764668901297,16
"Msi2",0.782639801414169,0.987051123948352,1,0.960840085171799,0.949589801041939,0.636445463806,0.500575507799352,0.48467552760755,0.407391105770555,0.393861587086685,0.509711248940203,0.529901420005034,0.221660399374778,0.309294360974736,0.277877410623703,0.261115842045266,0.166702193180682,0.165907550736653,0.286775326849451,0.0686640831712959,0,0.235448067771031,0.230606697188396,2.76323202687872,10.2487458280253,16
"Mtf2",0.886474213373068,1,0.991766474710328,0.949143938505234,0.951014453882194,0.728551071718277,0.591182350184752,0.611695273206393,0.378752082715567,0.341582600005425,0.423488286403573,0.416067162692426,0.143677143905105,0.186832596276895,0.214504536132512,0.19638991076486,0.221626151149706,0.120971491246689,0.261793128866393,0,0.0171927567529937,0.0809542445796425,0.015586317189475,2.57981053335117,10.6176264459544,16
"Nasp",0.925672134743772,1,0.987193704020603,0.99996563845661,0.963500023754246,0.70697353482325,0.577676824269433,0.617159660313098,0.491391588017569,0.398449432275721,0.448545305291496,0.37581950339656,0.199115047903225,0.197199528724179,0.263683584747739,0.213896434904376,0.232051722341596,0.206162712450012,0.360270271565557,0.131741180380462,0.0595233340224536,0,0.00344972381368266,2.73193313145469,12.5132150677024,16
"Nek3",0.90280762503518,1,0.94221013130338,0.986434689580626,0.926471870054606,0.660961008822551,0.49551712900057,0.623604621250468,0.443600064594595,0.370703252814211,0.348572031237053,0.298381181870937,0.175212503669798,0.131628639075475,0.173161519216177,0.236358899163003,0.398173007924371,0.246086135395658,0.272091448183553,0.119030674825108,0.0616813508981598,0.0341831576640648,0,2.41000122405715,7.04687254051348,16
"Nudt10",0.884779112813959,0.957925144320372,0.995370989731998,1,0.984453354907953,0.66008641163133,0.646961282964202,0.537085893527188,0.371375316904309,0.479866042626501,0.536588322820146,0.450173675525126,0.227499846248506,0.231556000033057,0.321004438806419,0.249049489464621,0.3305727068458,0.191782174174526,0.145598240247466,0,0.0510916888963457,0.106210067284453,0.0678427140070887,2.84210794772472,5.51062546929562,16
"Paqr3",0.91191642867027,0.99168680766683,1,0.947055358354726,0.912703129976062,0.734900218905939,0.595051296845838,0.611235720844533,0.551972850994992,0.40697792278801,0.520043772052748,0.383510229532417,0.0791923334678564,0.169959410906879,0.211396419774964,0.284220711032828,0.227933433502247,0.171790366531489,0.411141076300396,0.171247036465542,0.0962783210994653,0.0943923984493205,0,2.29090737096284,6.09183446830614,16
"Pcyt1b",0.872599409756165,0.920722146721741,1,0.921087307954695,0.921274094364015,0.745721854654923,0.659200895297273,0.631969618634854,0.46204366338077,0.443055137285028,0.380230316045429,0.31075199386366,0.138810669953015,0.116556866104044,0.205217044215012,0.191684990527912,0.27260885076444,0.123336846485453,0.292828926507003,0.00742089733933804,0,0.073438567324886,0.127369179433913,2.4864028685922,7.79041914102353,16
"Pik3r3",0.878437229063251,0.981219577529034,1,0.971006776837144,0.986042411129302,0.739243930319038,0.666598457750715,0.64037357593742,0.438585687433741,0.441046326520032,0.442130805959107,0.417722580297804,0.185788822711523,0.133482622609064,0.20611943593843,0.201437913112752,0.245571310935645,0.168880414771677,0.327479833822059,0.0211118571868988,0.00675363333525344,0,0.0355408886225567,3.00429169989841,9.84985892878617,16
"Plch1",0.842470094987999,0.943107292789503,0.98741763698403,1,0.900138547975178,0.693757168927997,0.606632380857151,0.332173946086331,0.32194041666486,0.518898111307057,0.421158768502955,0.425132313569515,0.470435717519605,0.342279632373909,0.293003505521221,0.301568182899692,0.404311274132556,0.303364406159267,0.147714711706248,0.0555770412486908,0,0.13157906537889,0.0490313277352728,2.4577257191994,5.26873161392634,16
"Plgrkt",1,0.791784076214128,0.805722607402807,0.617625812794513,0.948663653661651,0.934675040550077,0.824670677859943,0.491080261022337,0.520211331888562,0.404096893459762,0,0.076651511330595,0.180645025949835,0.259109315408081,0.193079096441191,0.249764352507442,0.355821966903397,0.344990279046925,0.672881207686168,0.206970161977427,0.290336779902304,0.28080804054696,0.262478696298406,0.58885105318182,8.77923629165003,16
"Ppargc1a",0.78295407281221,0.93918959499546,0.898772886139337,0.999036801072291,1,0.592177822447113,0.477401685483244,0.606514896110263,0.326757411540076,0.357310066867573,0.332297896456743,0.350152546970599,0.218390112420198,0.266530814227263,0.305248677209188,0.270894838220163,0.193614929542372,0.219624904740446,0.23361383729458,0.0256676993755746,0,0.261162619157569,0.134030035246662,3.01626342817725,6.31310784844099,16
"Ppp4r4",0.819737411191232,0.994359564848005,1,0.966603059904546,0.885153041704404,0.721186134364686,0.62614468446013,0.673669860816738,0.317863492538713,0.436922722432253,0.455655534825984,0.380995736480687,0.266750299354513,0.213898942410073,0.347425046598644,0.273273898182205,0.413125310805492,0.181575004564097,0.202986767550813,0.131470491890768,0.0735054727045115,0,0.0991647478572013,2.44838667584526,5.89439034267613,16
"Psrc1",1,0.968494488192814,0.970038858552263,0.921475879063743,0.954745191423865,0.570910395387117,0.423550531487783,0.553912679183557,0.49591223051334,0.378675560474725,0.471632117018132,0.36527055997495,0.210289337940527,0.223113517482388,0.270770829264468,0.305517619392566,0.327387105453807,0.252566313096799,0.314235900525057,0.0709004051608293,0.00621758705936445,0,0.127049638736194,2.53583641680065,9.15338627740219,16
"Ptbp2",0.880857486499049,1,0.982057980830406,0.971924402724052,0.94947676954299,0.729234372670364,0.579961968702138,0.604150407862764,0.340471411974462,0.329189145490671,0.423059530958916,0.394033558278483,0.142204182390403,0.241992776752325,0.246666538462419,0.25398318654577,0.331808346664637,0.0747601016844233,0.188758090707288,0.0319155031703906,0,0.0784397721228851,0.0283930353477198,2.6951946822907,10.5825133219772,16
