"","e11.sample1","e11.sample2","e11.sample3","e11.sample4","e11.sample5","e12.sample1","e12.sample2","e12.sample3","e12.sample4","e12.sample5","e12.sample6","e12.sample7","e13.sample1","e13.sample2","e13.sample3","e13.sample4","e13.sample5","e13.sample6","e13.sample7","e14.sample1","e14.sample2","e14.sample3","e14.sample4","delta_max_min","min","cluster"
"Nudt11",0.792515743697624,0.976305416817849,0.933470005011411,0.971867255627362,1,0.729096899722152,0.578646449229916,0.599136757337389,0.405185578542448,0.516598970098758,0.531499476470366,0.414206589552977,0.296533257846929,0.290153877832587,0.348444632901606,0.280219580726142,0.372160232199095,0.154551422612774,0.276630161340488,0.0930567580636251,0,0.193678052836797,0.163090613892825,3.20085756346401,6.63700549866421,9
"Ophn1",0.783940854013285,1,0.980062230634586,0.917391415059855,0.881743702717799,0.96456312505423,0.706871268255634,0.644688116662756,0.428668823477792,0.481126582591429,0.558867289136277,0.390928702640427,0.495931365064054,0.42482980679947,0.355683996737953,0.280086385128555,0.357687953858283,0.395432411531805,0.46130927544843,0.236403376557857,0.454495666396277,0,0.186110663722166,0.652553251591192,9.22471557747099,9
"Pdgfc",0.866335072705765,1,0.970115765328787,0.984409386481164,0.97535259449286,0.659169895969273,0.591928299633413,0.608554743391164,0.464938783926928,0.557528595142514,0.576053073004473,0.501933891749425,0.308060831688063,0.270333425166883,0.404548788212792,0.265596594728934,0.324993377413661,0.232582953748157,0.352879886132181,0.0969955683222803,0,0.164845085814954,0.246268196850545,3.24091011678404,9.82244915407388,9
"Ptprk",0.886125972721737,0.998271991089915,1,0.998067797158453,0.987927608244979,0.763587272098147,0.587355869537125,0.67540538928995,0.430050628045913,0.500022787297461,0.524389598310604,0.447084669541857,0.248346479030261,0.189296915950422,0.260814816309796,0.286745581257983,0.371751261710515,0.214392468618655,0.31839647448318,0.0939529432407649,0,0.13409679038003,0.201720560362835,2.55360124575816,9.94118614693244,9
"Rasl11a",0.929573183895847,1,0.97099955849564,0.909405739606037,0.802538571597194,0.593496731544709,0.543875363681345,0.600317265939343,0.480876403347566,0.458777605338373,0.556847013953582,0.582220291302338,0.34173899774491,0.328688962331581,0.524986256712445,0.250534262768254,0.401197634315586,0.266740616933229,0.418353424117759,0.0972077500174661,0,0.061964036690856,0.21414017792565,2.53748775566623,5.92219403635791,9
"Rimklb",0.927068801502363,0.99286978185421,1,0.929463359183843,0.940062623572277,0.80755601318476,0.713840126906334,0.714483629273348,0.511285618944066,0.509868603018884,0.629977676918373,0.537513427562521,0.251551692671062,0.269839290594534,0.362315978069753,0.277348398137236,0.348261132088756,0.2196789127878,0.385082270571638,0.0809016681516343,0,0.0149103885250347,0.0990168891793313,3.03316197160585,9.33405360386956,9
"Sbk1",0.867886172894922,0.992349206023121,1,0.963117764607555,0.938490824167117,0.735307769654729,0.662681278302824,0.699721347023306,0.578991112617074,0.493359566770147,0.545909239769944,0.431452707585277,0.253027492125455,0.199338206690535,0.320972354703693,0.275957521736004,0.364153535336574,0.269603579627628,0.435610572588567,0.141299776335912,0,0.0687503913175344,0.130774312295386,3.06152040985947,11.3613660015814,9
"Skil",0.854174270560933,1,0.99652352079521,0.94621220097043,0.96743335873248,0.752241251141878,0.647253972714528,0.667180195837369,0.443564125387702,0.447336680701464,0.551465828726629,0.485642589272049,0.22152307869965,0.243641664649353,0.238806366031459,0.258675402569018,0.252689843552708,0.143843717289231,0.354760572765452,0.0278560068392367,0,0.158153502920767,0.175764695539784,2.72534151315864,9.95034465501464,9
"Slc2a4",0.94276115290151,0.998105428022951,1,0.93424472907849,0.932157534565316,0.681353754505878,0.629698339872179,0.684717467545578,0.509092580849706,0.500444633882637,0.478832250206616,0.45987940024846,0.258903781797998,0.344495575324284,0.414782931862356,0.363527813157134,0.494113834435202,0.277237325918572,0.401725405624663,0.187276036870343,0.141378350202688,0,0.172882074498051,2.66838412573387,8.16298570042577,9
"Slc7a11",0.926210076776052,0.978270658238043,0.970405589155699,0.960169255342638,1,0.778278494055856,0.649667901159631,0.699665538611416,0.43210503852455,0.615366264432644,0.625677112913215,0.624104349326767,0.39107412234027,0.418580482845521,0.585142987216829,0.403914464532223,0.395528849265496,0.347679631347501,0.350441774210593,0.150376294104941,0,0.214683173332426,0.308263759962364,3.44014279003444,6.50918719458878,9
"Spata18",0.810765539125364,1,0.930380276909706,0.73368615910886,0.835122356658739,0.599330612275517,0.467495246790138,0.59562344435017,0.431422716164877,0.539840715882868,0.53554453713466,0.452146590906031,0.272699435987609,0.25823508301421,0.147149904778819,0.260035910371062,0.223226039776686,0.386667743540415,0.172894738646813,0,0.105073264827134,0.232760711450526,0.377319821371184,2.83674686672844,4.26958381790507,9
"Stk26",0.883848159445158,0.955645392691677,0.949088238784751,0.916388183607217,1,0.757439299822228,0.69265925057309,0.711074207889868,0.511117074303965,0.487085481323393,0.751365142067668,0.672624648738785,0.267041444229165,0.38122971075096,0.337903851387716,0.228661014085727,0.252989012439615,0.186130706293193,0.406787362248279,0.0889565780237745,0,0.168836491587356,0.260906078271385,2.77892528453607,9.13189364818067,9
"Syt11",0.838068156849476,0.996593735988471,1,0.94937578842749,0.86683814139105,0.715156640453256,0.592399382366454,0.624658379085396,0.564425509736334,0.450183452451684,0.572699121981847,0.464284865858486,0.217503908036964,0.148182525027155,0.289330259538445,0.281613887249103,0.429636422590008,0.282820010015818,0.384092279927669,0.128191907829965,0,0.160936526939832,0.194558747957342,2.69599750996991,9.07350716516516,9
"Tagln3",0.932188390200977,0.967045940206751,1,0.956915546292554,0.90908383325676,0.782571424815518,0.653356209752715,0.707676765879115,0.642812503537521,0.560253248091717,0.554540113545243,0.498027880659231,0.293976149308191,0.282668086964971,0.426518565604881,0.355010779492475,0.376531068197377,0.320558914140419,0.41584387210691,0,0.0753876354408928,0.11467523977745,0.20202504031261,3.23801788872354,5.66093029641578,9
"Ttbk1",0.902216915357979,0.96324274077109,1,0.912175142034475,0.906999719295045,0.653734013909105,0.667956291776595,0.684643051351914,0.495791603021722,0.350250546005638,0.53940968508866,0.416521960950826,0.253371155802373,0.223236615421741,0.343561111291713,0.278151617750649,0.357873144670441,0.192686719620926,0.457109899309204,0.223024813958589,0.172039211445526,0,0.0845242007087983,4.00113339290531,4.84355979182062,9
"Whrn",0.883322069774263,0.967316819042499,0.993656686704441,1,0.940876852337148,0.668986205993067,0.586824277049771,0.665805280899002,0.529268058671765,0.489158075593155,0.633358884842654,0.469254784394683,0.259481549231534,0.237386336316595,0.34697881551714,0.319090810874234,0.360175055579291,0.219800850931222,0.433501870946704,0.0943770625131048,0,0.187899804742374,0.24727620892174,2.82265350658188,8.93979788067851,9
"Wwp2",0.715293595031822,0.922582167182692,0.930570834408434,0.939819362637789,1,0.585445885231938,0.508428751455757,0.523928922816299,0.634473874925518,0.434462109291583,0.773273995437087,0.666542447023395,0.303211995243706,0.357512527271268,0.370527059544221,0.198924365707081,0.294843711180947,0.19223461356105,0.470188754275296,0.0425410916796691,0,0.401027383458359,0.485068521699916,3.9605514757684,11.224404145857,9
"Zcchc12",0.957057063057478,0.941415031367872,1,0.907039444652686,0.946419003400998,0.977695943579749,0.946758914062751,0.881773367836211,0.535522884861618,0.650717046682678,0.669657814959071,0.58143771075598,0.258838037832735,0.254393337632336,0.33190700931195,0.205847235316233,0.282773316975072,0.136520939534493,0.466354125534705,0.0927603051661554,0.0215041143342297,0,0.0630458124150267,2.39796787554334,6.6393887336926,9
"Zcchc18",0.922641666172835,1,0.992768970780282,0.976143893617358,0.956282970431392,0.822668557160468,0.745640181802917,0.788941033790411,0.618639592974348,0.570090099226732,0.59251410135344,0.503791335984902,0.317257335398988,0.240440783998568,0.401394473450905,0.222758758298369,0.41841270337619,0.300690427214498,0.51985942660096,0.12498402977281,0,0.000515265161846279,0.169783272334179,2.73264933908722,7.7941385140448,9
"Zfp365",0.829691236022605,1,0.880587337147976,0.865504486326504,0.938737621485164,0.732583066333178,0.647621409921815,0.752107170255299,0.470485698070136,0.662036478827095,0.739160315753931,0.541260620348721,0.319929484786133,0.338017901662728,0.387358525611506,0.390708622479181,0.394512556261945,0.425756907312159,0.352153324613346,0.0158126702275426,0,0.249242280773953,0.221859422070384,2.61901704163899,5.71002692414285,9
"Crym",1,0.810954944393959,0.699426259191738,0.554405852097991,0.694124620776028,0.962951593005933,0.880392961140365,0.92101365481626,0.876977737299101,0.394023403169027,0.495184380503049,0.550028926585229,0.101867641311978,0.313052153813285,0.0211077088557525,0.305190764870734,0.396318232560177,0.349941393211797,0.527067010616884,0.186385924350639,0.198410790543511,0,0.0702706148136919,2.53516087528354,5.44351377463799,9
