"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","EntrezID","Symbol"
"17877",104.059031232806,-0.721477482500867,0.202913494494526,-3.54808408321049,0.000388044322062547,0.00437384366238779,"17877","Myf5"
"225908",504.816639158558,-0.536927503819808,0.155186974898036,-3.45756840819144,0.000545073837052923,0.00574244874061032,"225908","Myrf"
"17977",2075.51761121905,0.351965776261309,0.134074000802755,2.62491722433637,0.00866700346004806,0.0496797614599884,"17977","Ncoa1"
"20602",7832.33793851956,0.191232569261257,0.0726566207223275,2.63206804069238,0.00848668648365641,0.048829744666856,"20602","Ncor2"
"54446",3724.13492104133,0.340108349331158,0.110704952075897,3.07191460020032,0.00212690566048111,0.016922420179122,"54446","Nfat5"
"18018",2386.15681382471,0.500783320511832,0.132385582406147,3.78481890889519,0.000153820544394154,0.00201552982076465,"18018","Nfatc1"
"18023",4501.59218041502,0.149285510954445,0.0547676348569501,2.72575314017048,0.00641549605344296,0.0398887272420898,"18023","Nfe2l1"
"18027",3924.25901209632,0.38207776455623,0.132979663650008,2.87244799182688,0.00407305114775467,0.0282636383327022,"18027","Nfia"
"18028",10945.9271249194,0.612007295303338,0.115257287573809,5.31107612603012,1.08979792466668e-07,4.32106165307555e-06,"18028","Nfib"
"18029",3856.60404927427,0.552797549259103,0.0988177070500673,5.59394328257656,2.21969492684398e-08,1.01717823259637e-06,"18029","Nfic"
"18030",457.174942429371,-0.326257003311605,0.119864623888562,-2.7221121877822,0.00648661175755212,0.0402193909048666,"18030","Nfil3"
"18032",6976.97718766159,1.06092373606684,0.11490711562669,9.23843186139647,2.50136087593287e-20,9.53473286616956e-18,"18032","Nfix"
"100978",1506.39640574041,-0.186718052000591,0.0684776198004019,-2.72676728266457,0.00639581295631111,0.0397934072197809,"100978","Nfxl1"
"18046",1620.5923884923,-0.228685077637595,0.0675896419582478,-3.38350449484774,0.000715670360201359,0.00712357464765412,"18046","Nfyc"
"18143",58.6516259145845,1.21242738835079,0.233338486828274,5.21663431450957,1.82203468061743e-07,6.72541081052887e-06,"18143","Npas2"
"23958",12.5189448073638,0.635254330369598,0.260183755326294,2.64147096987834,0.00825468810122237,0.047905753921696,"23958","Nr2e3"
"13865",417.449676849997,-1.30932287432977,0.181738564842651,-7.18472420846542,6.73429847879219e-13,8.12573050980594e-11,"13865","Nr2f1"
"11819",2778.02417166424,-0.431207883020743,0.144777543629552,-2.97893189047954,0.00289255066531567,0.0216097370862693,"11819","Nr2f2"
"14815",1649.76820751269,0.918151850545204,0.13285575766343,6.91393346555572,4.71396334243628e-12,4.67825995144031e-10,"14815","Nr3c1"
"110784",61.6767847566255,0.879413031359131,0.216781651983845,4.05850128583495,4.93886616064815e-05,0.000784778232152345,"110784","Nr3c2"
"15370",1640.95731984326,0.48911478657971,0.174090025348947,2.81480190509194,0.00488073092551253,0.0325226933185126,"15370","Nr4a1"
"26424",39.9612987366265,1.37203493032044,0.243184268253515,5.66867997199318,1.43901863673824e-08,6.83717296752798e-07,"26424","Nr5a2"
"225631",46.5884893148932,-0.691737807940594,0.23265848939715,-2.9599967754865,0.00307642262297166,0.0227477437351383,"225631","Onecut2"
"107587",906.424941335926,0.445198653426526,0.106897162505035,4.16472448342739,3.11728778709408e-05,0.000534592543610858,"107587","Osr2"
